"","PrimaryKey","indicator","nwern_percent","percent","line_length","interval","n_lines","pin_n","difference","group"
"11230","15120315082630972019-05-15","LM",0.0837520938023451,0,25,50,2,100,0.0837520938023451,"I_50_L_25_N_2"
"11231","15120315082630972019-05-15","LM",0.0837520938023451,0,50,50,2,200,0.0837520938023451,"I_50_L_50_N_2"
"11232","15120315082630972019-05-15","LM",0.0837520938023451,0,100,50,2,400,0.0837520938023451,"I_50_L_100_N_2"
"11233","15120315082630972019-05-15","LM",0.0837520938023451,0,25,100,2,50,0.0837520938023451,"I_100_L_25_N_2"
"11234","15120315082630972019-05-15","LM",0.0837520938023451,0,50,100,2,100,0.0837520938023451,"I_100_L_50_N_2"
"11235","15120315082630972019-05-15","LM",0.0837520938023451,0,100,100,2,200,0.0837520938023451,"I_100_L_100_N_2"
"11236","15120315082630972019-05-15","LM",0.0837520938023451,0,25,200,2,26,0.0837520938023451,"I_200_L_25_N_2"
"11237","15120315082630972019-05-15","LM",0.0837520938023451,0,50,200,2,50,0.0837520938023451,"I_200_L_50_N_2"
"11238","15120315082630972019-05-15","LM",0.0837520938023451,0,100,200,2,100,0.0837520938023451,"I_200_L_100_N_2"
"11239","15120315082630972019-05-15","LM",0.0837520938023451,0,25,25,3,300,0.0837520938023451,"I_25_L_25_N_3"
"11240","15120315082630972019-05-15","LM",0.0837520938023451,0,50,25,3,600,0.0837520938023451,"I_25_L_50_N_3"
"11241","15120315082630972019-05-15","LM",0.0837520938023451,0.0837520938023451,100,25,3,1200,0,"NWERN Base"
"11242","15120315082630972019-05-15","LM",0.0837520938023451,0,25,50,3,150,0.0837520938023451,"I_50_L_25_N_3"
"11243","15120315082630972019-05-15","LM",0.0837520938023451,0,50,50,3,300,0.0837520938023451,"I_50_L_50_N_3"
"11244","15120315082630972019-05-15","LM",0.0837520938023451,0,100,50,3,600,0.0837520938023451,"I_50_L_100_N_3"
"11245","15120315082630972019-05-15","LM",0.0837520938023451,0,25,100,3,75,0.0837520938023451,"I_100_L_25_N_3"
"11246","15120315082630972019-05-15","LM",0.0837520938023451,0,50,100,3,150,0.0837520938023451,"I_100_L_50_N_3"
"11247","15120315082630972019-05-15","LM",0.0837520938023451,0,100,100,3,300,0.0837520938023451,"I_100_L_100_N_3"
"11248","15120315082630972019-05-15","LM",0.0837520938023451,0,25,200,3,39,0.0837520938023451,"I_200_L_25_N_3"
"11249","15120315082630972019-05-15","LM",0.0837520938023451,0,50,200,3,75,0.0837520938023451,"I_200_L_50_N_3"
"11250","15120315082630972019-05-15","LM",0.0837520938023451,0,100,200,3,150,0.0837520938023451,"I_200_L_100_N_3"
"11251","15120315082630972019-08-21","LM",0.587741393786734,0,25,25,1,100,0.587741393786734,"I_25_L_25_N_1"
"11252","15120315082630972019-08-21","LM",0.587741393786734,2.53807106598985,50,25,1,200,-1.95032967220311,"I_25_L_50_N_1"
"11253","15120315082630972019-08-21","LM",0.587741393786734,1.51133501259446,100,25,1,400,-0.923593618807725,"I_25_L_100_N_1"
"11254","15120315082630972019-08-21","LM",0.587741393786734,0,25,50,1,50,0.587741393786734,"I_50_L_25_N_1"
"11255","15120315082630972019-08-21","LM",0.587741393786734,0,50,50,1,100,0.587741393786734,"I_50_L_50_N_1"
"11256","15120315082630972019-08-21","LM",0.587741393786734,1.50753768844221,100,50,1,200,-0.919796294655477,"I_50_L_100_N_1"
"11257","15120315082630972019-08-21","LM",0.587741393786734,0,25,100,1,25,0.587741393786734,"I_100_L_25_N_1"
"11258","15120315082630972019-08-21","LM",0.587741393786734,0,50,100,1,50,0.587741393786734,"I_100_L_50_N_1"
"11259","15120315082630972019-08-21","LM",0.587741393786734,0,100,100,1,100,0.587741393786734,"I_100_L_100_N_1"
"11260","15120315082630972019-08-21","LM",0.587741393786734,0,25,200,1,13,0.587741393786734,"I_200_L_25_N_1"
"11261","15120315082630972019-08-21","LM",0.587741393786734,0,50,200,1,25,0.587741393786734,"I_200_L_50_N_1"
"11262","15120315082630972019-08-21","LM",0.587741393786734,0,100,200,1,50,0.587741393786734,"I_200_L_100_N_1"
"11263","15120315082630972019-08-21","LM",0.587741393786734,0,25,25,2,200,0.587741393786734,"I_25_L_25_N_2"
"11264","15120315082630972019-08-21","LM",0.587741393786734,1.51898734177215,50,25,2,400,-0.931245947985418,"I_25_L_50_N_2"
"11265","15120315082630972019-08-21","LM",0.587741393786734,0.125944584382872,100,25,2,800,0.461796809403862,"I_25_L_100_N_2"
"11266","15120315082630972019-08-21","LM",0.587741393786734,0,25,50,2,100,0.587741393786734,"I_50_L_25_N_2"
"11267","15120315082630972019-08-21","LM",0.587741393786734,0,50,50,2,200,0.587741393786734,"I_50_L_50_N_2"
"11268","15120315082630972019-08-21","LM",0.587741393786734,0.755667506297229,100,50,2,400,-0.167926112510495,"I_50_L_100_N_2"
"11269","15120315082630972019-08-21","LM",0.587741393786734,0,25,100,2,50,0.587741393786734,"I_100_L_25_N_2"
"11270","15120315082630972019-08-21","LM",0.587741393786734,0,50,100,2,100,0.587741393786734,"I_100_L_50_N_2"
"11271","15120315082630972019-08-21","LM",0.587741393786734,0.50251256281407,100,100,2,200,0.0852288309726635,"I_100_L_100_N_2"
"11272","15120315082630972019-08-21","LM",0.587741393786734,0,25,200,2,26,0.587741393786734,"I_200_L_25_N_2"
"11273","15120315082630972019-08-21","LM",0.587741393786734,0,50,200,2,50,0.587741393786734,"I_200_L_50_N_2"
"11274","15120315082630972019-08-21","LM",0.587741393786734,1.01010101010101,100,200,2,100,-0.422359616314276,"I_200_L_100_N_2"
"11275","15120315082630972019-08-21","LM",0.587741393786734,0.333333333333333,25,25,3,300,0.254408060453401,"I_25_L_25_N_3"
"11276","15120315082630972019-08-21","LM",0.587741393786734,1.01180438448567,50,25,3,600,-0.424062990698932,"I_25_L_50_N_3"
"11277","15120315082630972019-08-21","LM",0.587741393786734,0.587741393786734,100,25,3,1200,0,"NWERN Base"
"11278","15120315082630972019-08-21","LM",0.587741393786734,0,25,50,3,150,0.587741393786734,"I_50_L_25_N_3"
"11279","15120315082630972019-08-21","LM",0.587741393786734,0.673400673400673,50,50,3,300,-0.0856592796139396,"I_50_L_50_N_3"
"11280","15120315082630972019-08-21","LM",0.587741393786734,0.504201680672269,100,50,3,600,0.083539713114465,"I_50_L_100_N_3"
"11281","15120315082630972019-08-21","LM",0.587741393786734,0,25,100,3,75,0.587741393786734,"I_100_L_25_N_3"
"11282","15120315082630972019-08-21","LM",0.587741393786734,0,50,100,3,150,0.587741393786734,"I_100_L_50_N_3"
"11283","15120315082630972019-08-21","LM",0.587741393786734,0.335570469798658,100,100,3,300,0.252170923988076,"I_100_L_100_N_3"
"11284","15120315082630972019-08-21","LM",0.587741393786734,0,25,200,3,39,0.587741393786734,"I_200_L_25_N_3"
"11285","15120315082630972019-08-21","LM",0.587741393786734,0,50,200,3,75,0.587741393786734,"I_200_L_50_N_3"
"11286","15120315082630972019-08-21","LM",0.587741393786734,0.675675675675676,100,200,3,150,-0.0879342818889418,"I_200_L_100_N_3"
"11287","16041316555633692016-05-05","LM",17.7759056444819,16,25,25,1,100,1.77590564448189,"I_25_L_25_N_1"
"11288","16041316555633692016-05-05","LM",17.7759056444819,18.7817258883249,50,25,1,200,-1.00582024384299,"I_25_L_50_N_1"
"11289","16041316555633692016-05-05","LM",17.7759056444819,14.3939393939394,100,25,1,400,3.38196625054249,"I_25_L_100_N_1"
"11290","16041316555633692016-05-05","LM",17.7759056444819,14,25,50,1,50,3.77590564448189,"I_50_L_25_N_1"
"11291","16041316555633692016-05-05","LM",17.7759056444819,16.1616161616162,50,50,1,100,1.61428948286573,"I_50_L_50_N_1"
"11292","16041316555633692016-05-05","LM",17.7759056444819,17.1717171717172,100,50,1,200,0.604188472764715,"I_50_L_100_N_1"
"11293","16041316555633692016-05-05","LM",17.7759056444819,8,25,100,1,25,9.77590564448189,"I_100_L_25_N_1"
"11294","16041316555633692016-05-05","LM",17.7759056444819,18,50,100,1,50,-0.224094355518112,"I_100_L_50_N_1"
"11295","16041316555633692016-05-05","LM",17.7759056444819,10.1010101010101,100,100,1,100,7.67489554347179,"I_100_L_100_N_1"
"11296","16041316555633692016-05-05","LM",17.7759056444819,7.69230769230769,25,200,1,13,10.0835979521742,"I_200_L_25_N_1"
"11297","16041316555633692016-05-05","LM",17.7759056444819,20,50,200,1,25,-2.22409435551811,"I_200_L_50_N_1"
"11298","16041316555633692016-05-05","LM",17.7759056444819,18.3673469387755,100,200,1,50,-0.591441294293624,"I_200_L_100_N_1"
"11299","16041316555633692016-05-05","LM",17.7759056444819,16,25,25,2,200,1.77590564448189,"I_25_L_25_N_2"
"11300","16041316555633692016-05-05","LM",17.7759056444819,14.2131979695431,50,25,2,400,3.56270767493874,"I_25_L_50_N_2"
"11301","16041316555633692016-05-05","LM",17.7759056444819,15.9090909090909,100,25,2,800,1.86681473539098,"I_25_L_100_N_2"
"11302","16041316555633692016-05-05","LM",17.7759056444819,13,25,50,2,100,4.77590564448189,"I_50_L_25_N_2"
"11303","16041316555633692016-05-05","LM",17.7759056444819,15.1515151515152,50,50,2,200,2.62439049296674,"I_50_L_50_N_2"
"11304","16041316555633692016-05-05","LM",17.7759056444819,18.6868686868687,100,50,2,400,-0.9109630423868,"I_50_L_100_N_2"
"11305","16041316555633692016-05-05","LM",17.7759056444819,18,25,100,2,50,-0.224094355518112,"I_100_L_25_N_2"
"11306","16041316555633692016-05-05","LM",17.7759056444819,11,50,100,2,100,6.77590564448189,"I_100_L_50_N_2"
"11307","16041316555633692016-05-05","LM",17.7759056444819,15.1515151515152,100,100,2,200,2.62439049296674,"I_100_L_100_N_2"
"11308","16041316555633692016-05-05","LM",17.7759056444819,23.0769230769231,25,200,2,26,-5.30101743244119,"I_200_L_25_N_2"
"11309","16041316555633692016-05-05","LM",17.7759056444819,12,50,200,2,50,5.77590564448189,"I_200_L_50_N_2"
"11310","16041316555633692016-05-05","LM",17.7759056444819,14.2857142857143,100,200,2,100,3.4901913587676,"I_200_L_100_N_2"
"11311","16041316555633692016-05-05","LM",17.7759056444819,14.6666666666667,25,25,3,300,3.10923897781522,"I_25_L_25_N_3"
"11312","16041316555633692016-05-05","LM",17.7759056444819,14.3824027072758,50,25,3,600,3.39350293720608,"I_25_L_50_N_3"
"11313","16041316555633692016-05-05","LM",17.7759056444819,17.7759056444819,100,25,3,1200,0,"NWERN Base"
"11314","16041316555633692016-05-05","LM",17.7759056444819,14.6666666666667,25,50,3,150,3.10923897781522,"I_50_L_25_N_3"
"11315","16041316555633692016-05-05","LM",17.7759056444819,12.4579124579125,50,50,3,300,5.31799318656943,"I_50_L_50_N_3"
"11316","16041316555633692016-05-05","LM",17.7759056444819,17.003367003367,100,50,3,600,0.772538641114885,"I_50_L_100_N_3"
"11317","16041316555633692016-05-05","LM",17.7759056444819,14.6666666666667,25,100,3,75,3.10923897781522,"I_100_L_25_N_3"
"11318","16041316555633692016-05-05","LM",17.7759056444819,13.3333333333333,50,100,3,150,4.44257231114855,"I_100_L_50_N_3"
"11319","16041316555633692016-05-05","LM",17.7759056444819,15.8249158249158,100,100,3,300,1.95098981956606,"I_100_L_100_N_3"
"11320","16041316555633692016-05-05","LM",17.7759056444819,17.9487179487179,25,200,3,39,-0.172812304236061,"I_200_L_25_N_3"
"11321","16041316555633692016-05-05","LM",17.7759056444819,14.6666666666667,50,200,3,75,3.10923897781522,"I_200_L_50_N_3"
"11322","16041316555633692016-05-05","LM",17.7759056444819,16.3265306122449,100,200,3,150,1.44937503223699,"I_200_L_100_N_3"
"11323","16041316555633692016-08-09","LM",22.7464195450716,15,25,25,1,100,7.74641954507161,"I_25_L_25_N_1"
"11324","16041316555633692016-08-09","LM",22.7464195450716,19.1919191919192,50,25,1,200,3.55450035315242,"I_25_L_50_N_1"
"11325","16041316555633692016-08-09","LM",22.7464195450716,26.2626262626263,100,25,1,400,-3.51620671755465,"I_25_L_100_N_1"
"11326","16041316555633692016-08-09","LM",22.7464195450716,18,25,50,1,50,4.74641954507161,"I_50_L_25_N_1"
"11327","16041316555633692016-08-09","LM",22.7464195450716,21.2121212121212,50,50,1,100,1.5342983329504,"I_50_L_50_N_1"
"11328","16041316555633692016-08-09","LM",22.7464195450716,21.7171717171717,100,50,1,200,1.02924782789989,"I_50_L_100_N_1"
"11329","16041316555633692016-08-09","LM",22.7464195450716,16,25,100,1,25,6.74641954507161,"I_100_L_25_N_1"
"11330","16041316555633692016-08-09","LM",22.7464195450716,26,50,100,1,50,-3.25358045492839,"I_100_L_50_N_1"
"11331","16041316555633692016-08-09","LM",22.7464195450716,25.2525252525253,100,100,1,100,-2.50610570745364,"I_100_L_100_N_1"
"11332","16041316555633692016-08-09","LM",22.7464195450716,15.3846153846154,25,200,1,13,7.36180416045623,"I_200_L_25_N_1"
"11333","16041316555633692016-08-09","LM",22.7464195450716,32,50,200,1,25,-9.25358045492839,"I_200_L_50_N_1"
"11334","16041316555633692016-08-09","LM",22.7464195450716,22.4489795918367,100,200,1,50,0.297439953234875,"I_200_L_100_N_1"
"11335","16041316555633692016-08-09","LM",22.7464195450716,21.5,25,25,2,200,1.24641954507161,"I_25_L_25_N_2"
"11336","16041316555633692016-08-09","LM",22.7464195450716,21.0659898477157,50,25,2,400,1.68042969735587,"I_25_L_50_N_2"
"11337","16041316555633692016-08-09","LM",22.7464195450716,20.9860935524652,100,25,2,800,1.76032599260638,"I_25_L_100_N_2"
"11338","16041316555633692016-08-09","LM",22.7464195450716,26,25,50,2,100,-3.25358045492839,"I_50_L_25_N_2"
"11339","16041316555633692016-08-09","LM",22.7464195450716,23.7373737373737,50,50,2,200,-0.990954192302127,"I_50_L_50_N_2"
"11340","16041316555633692016-08-09","LM",22.7464195450716,23.989898989899,100,50,2,400,-1.24347944482738,"I_50_L_100_N_2"
"11341","16041316555633692016-08-09","LM",22.7464195450716,24,25,100,2,50,-1.25358045492839,"I_100_L_25_N_2"
"11342","16041316555633692016-08-09","LM",22.7464195450716,30,50,100,2,100,-7.25358045492839,"I_100_L_50_N_2"
"11343","16041316555633692016-08-09","LM",22.7464195450716,22.7272727272727,100,100,2,200,0.0191468177988838,"I_100_L_100_N_2"
"11344","16041316555633692016-08-09","LM",22.7464195450716,19.2307692307692,25,200,2,26,3.51565031430238,"I_200_L_25_N_2"
"11345","16041316555633692016-08-09","LM",22.7464195450716,28,50,200,2,50,-5.25358045492839,"I_200_L_50_N_2"
"11346","16041316555633692016-08-09","LM",22.7464195450716,27.5510204081633,100,200,2,100,-4.80460086309165,"I_200_L_100_N_2"
"11347","16041316555633692016-08-09","LM",22.7464195450716,19.3333333333333,25,25,3,300,3.41308621173828,"I_25_L_25_N_3"
"11348","16041316555633692016-08-09","LM",22.7464195450716,20.4391891891892,50,25,3,600,2.30723035588242,"I_25_L_50_N_3"
"11349","16041316555633692016-08-09","LM",22.7464195450716,22.7464195450716,100,25,3,1200,0,"NWERN Base"
"11350","16041316555633692016-08-09","LM",22.7464195450716,22.6666666666667,25,50,3,150,0.0797528784049426,"I_50_L_25_N_3"
"11351","16041316555633692016-08-09","LM",22.7464195450716,22.8956228956229,50,50,3,300,-0.149203350551286,"I_50_L_50_N_3"
"11352","16041316555633692016-08-09","LM",22.7464195450716,23.4006734006734,100,50,3,600,-0.654253855601791,"I_50_L_100_N_3"
"11353","16041316555633692016-08-09","LM",22.7464195450716,21.3333333333333,25,100,3,75,1.41308621173828,"I_100_L_25_N_3"
"11354","16041316555633692016-08-09","LM",22.7464195450716,26.6666666666667,50,100,3,150,-3.92024712159506,"I_100_L_50_N_3"
"11355","16041316555633692016-08-09","LM",22.7464195450716,24.2424242424242,100,100,3,300,-1.49600469735263,"I_100_L_100_N_3"
"11356","16041316555633692016-08-09","LM",22.7464195450716,20.5128205128205,25,200,3,39,2.2335990322511,"I_200_L_25_N_3"
"11357","16041316555633692016-08-09","LM",22.7464195450716,29.3333333333333,50,200,3,75,-6.58691378826172,"I_200_L_50_N_3"
"11358","16041316555633692016-08-09","LM",22.7464195450716,26.530612244898,100,200,3,150,-3.78419269982635,"I_200_L_100_N_3"
"11359","16041316555633692016-11-07","LM",22.5779275484414,7,25,25,1,100,15.5779275484414,"I_25_L_25_N_1"
"11360","16041316555633692016-11-07","LM",22.5779275484414,25.3807106598985,50,25,1,200,-2.80278311145703,"I_25_L_50_N_1"
"11361","16041316555633692016-11-07","LM",22.5779275484414,20.2020202020202,100,25,1,400,2.37590734642125,"I_25_L_100_N_1"
"11362","16041316555633692016-11-07","LM",22.5779275484414,26,25,50,1,50,-3.42207245155855,"I_50_L_25_N_1"
"11363","16041316555633692016-11-07","LM",22.5779275484414,21.2121212121212,50,50,1,100,1.36580633632024,"I_50_L_50_N_1"
"11364","16041316555633692016-11-07","LM",22.5779275484414,29.2929292929293,100,50,1,200,-6.71500174448785,"I_50_L_100_N_1"
"11365","16041316555633692016-11-07","LM",22.5779275484414,8,25,100,1,25,14.5779275484414,"I_100_L_25_N_1"
"11366","16041316555633692016-11-07","LM",22.5779275484414,12,50,100,1,50,10.5779275484414,"I_100_L_50_N_1"
"11367","16041316555633692016-11-07","LM",22.5779275484414,23.2323232323232,100,100,1,100,-0.654395683881784,"I_100_L_100_N_1"
"11368","16041316555633692016-11-07","LM",22.5779275484414,38.4615384615385,25,200,1,13,-15.883610913097,"I_200_L_25_N_1"
"11369","16041316555633692016-11-07","LM",22.5779275484414,28,50,200,1,25,-5.42207245155855,"I_200_L_50_N_1"
"11370","16041316555633692016-11-07","LM",22.5779275484414,48.9795918367347,100,200,1,50,-26.4016642882932,"I_200_L_100_N_1"
"11371","16041316555633692016-11-07","LM",22.5779275484414,24,25,25,2,200,-1.42207245155855,"I_25_L_25_N_2"
"11372","16041316555633692016-11-07","LM",22.5779275484414,16.9620253164557,50,25,2,400,5.61590223198575,"I_25_L_50_N_2"
"11373","16041316555633692016-11-07","LM",22.5779275484414,23.7673830594185,100,25,2,800,-1.18945551097701,"I_25_L_100_N_2"
"11374","16041316555633692016-11-07","LM",22.5779275484414,16,25,50,2,100,6.57792754844145,"I_50_L_25_N_2"
"11375","16041316555633692016-11-07","LM",22.5779275484414,25.7575757575758,50,50,2,200,-3.17964820913431,"I_50_L_50_N_2"
"11376","16041316555633692016-11-07","LM",22.5779275484414,25.2525252525253,100,50,2,400,-2.6745977040838,"I_50_L_100_N_2"
"11377","16041316555633692016-11-07","LM",22.5779275484414,36,25,100,2,50,-13.4220724515586,"I_100_L_25_N_2"
"11378","16041316555633692016-11-07","LM",22.5779275484414,19,50,100,2,100,3.57792754844145,"I_100_L_50_N_2"
"11379","16041316555633692016-11-07","LM",22.5779275484414,29.2929292929293,100,100,2,200,-6.71500174448785,"I_100_L_100_N_2"
"11380","16041316555633692016-11-07","LM",22.5779275484414,26.9230769230769,25,200,2,26,-4.34514937463548,"I_200_L_25_N_2"
"11381","16041316555633692016-11-07","LM",22.5779275484414,24,50,200,2,50,-1.42207245155855,"I_200_L_50_N_2"
"11382","16041316555633692016-11-07","LM",22.5779275484414,34.6938775510204,100,200,2,100,-12.115950002579,"I_200_L_100_N_2"
"11383","16041316555633692016-11-07","LM",22.5779275484414,18.3333333333333,25,25,3,300,4.24459421510812,"I_25_L_25_N_3"
"11384","16041316555633692016-11-07","LM",22.5779275484414,18.2432432432432,50,25,3,600,4.33468430519821,"I_25_L_50_N_3"
"11385","16041316555633692016-11-07","LM",22.5779275484414,22.5779275484414,100,25,3,1200,0,"NWERN Base"
"11386","16041316555633692016-11-07","LM",22.5779275484414,20,25,50,3,150,2.57792754844145,"I_50_L_25_N_3"
"11387","16041316555633692016-11-07","LM",22.5779275484414,20.5387205387205,50,50,3,300,2.03920700972091,"I_50_L_50_N_3"
"11388","16041316555633692016-11-07","LM",22.5779275484414,23.7373737373737,100,50,3,600,-1.15944618893229,"I_50_L_100_N_3"
"11389","16041316555633692016-11-07","LM",22.5779275484414,26.6666666666667,25,100,3,75,-4.08873911822522,"I_100_L_25_N_3"
"11390","16041316555633692016-11-07","LM",22.5779275484414,22.6666666666667,50,100,3,150,-0.0887391182252202,"I_100_L_50_N_3"
"11391","16041316555633692016-11-07","LM",22.5779275484414,27.2727272727273,100,100,3,300,-4.69479972428583,"I_100_L_100_N_3"
"11392","16041316555633692016-11-07","LM",22.5779275484414,30.7692307692308,25,200,3,39,-8.19130322078932,"I_200_L_25_N_3"
"11393","16041316555633692016-11-07","LM",22.5779275484414,25.3333333333333,50,200,3,75,-2.75540578489188,"I_200_L_50_N_3"
"11394","16041316555633692016-11-07","LM",22.5779275484414,31.2925170068027,100,200,3,150,-8.71458945836127,"I_200_L_100_N_3"
"11395","16041316555633692017-02-06","LM",29.6296296296296,28,25,25,1,100,1.62962962962963,"I_25_L_25_N_1"
"11396","16041316555633692017-02-06","LM",29.6296296296296,20.3045685279188,50,25,1,200,9.32506110171085,"I_25_L_50_N_1"
"11397","16041316555633692017-02-06","LM",29.6296296296296,33.6708860759494,100,25,1,400,-4.04125644631974,"I_25_L_100_N_1"
"11398","16041316555633692017-02-06","LM",29.6296296296296,20,25,50,1,50,9.62962962962963,"I_50_L_25_N_1"
"11399","16041316555633692017-02-06","LM",29.6296296296296,27.2727272727273,50,50,1,100,2.35690235690236,"I_50_L_50_N_1"
"11400","16041316555633692017-02-06","LM",29.6296296296296,23.7373737373737,100,50,1,200,5.89225589225589,"I_50_L_100_N_1"
"11401","16041316555633692017-02-06","LM",29.6296296296296,12,25,100,1,25,17.6296296296296,"I_100_L_25_N_1"
"11402","16041316555633692017-02-06","LM",29.6296296296296,24,50,100,1,50,5.62962962962963,"I_100_L_50_N_1"
"11403","16041316555633692017-02-06","LM",29.6296296296296,35.3535353535354,100,100,1,100,-5.72390572390573,"I_100_L_100_N_1"
"11404","16041316555633692017-02-06","LM",29.6296296296296,30.7692307692308,25,200,1,13,-1.13960113960114,"I_200_L_25_N_1"
"11405","16041316555633692017-02-06","LM",29.6296296296296,32,50,200,1,25,-2.37037037037037,"I_200_L_50_N_1"
"11406","16041316555633692017-02-06","LM",29.6296296296296,32.6530612244898,100,200,1,50,-3.02343159486017,"I_200_L_100_N_1"
"11407","16041316555633692017-02-06","LM",29.6296296296296,17.5,25,25,2,200,12.1296296296296,"I_25_L_25_N_2"
"11408","16041316555633692017-02-06","LM",29.6296296296296,21.5189873417722,50,25,2,400,8.11064228785748,"I_25_L_50_N_2"
"11409","16041316555633692017-02-06","LM",29.6296296296296,29.582806573957,100,25,2,800,0.0468230556726148,"I_25_L_100_N_2"
"11410","16041316555633692017-02-06","LM",29.6296296296296,16,25,50,2,100,13.6296296296296,"I_50_L_25_N_2"
"11411","16041316555633692017-02-06","LM",29.6296296296296,22.7272727272727,50,50,2,200,6.9023569023569,"I_50_L_50_N_2"
"11412","16041316555633692017-02-06","LM",29.6296296296296,33.8383838383838,100,50,2,400,-4.20875420875421,"I_50_L_100_N_2"
"11413","16041316555633692017-02-06","LM",29.6296296296296,26,25,100,2,50,3.62962962962963,"I_100_L_25_N_2"
"11414","16041316555633692017-02-06","LM",29.6296296296296,30,50,100,2,100,-0.37037037037037,"I_100_L_50_N_2"
"11415","16041316555633692017-02-06","LM",29.6296296296296,28.2828282828283,100,100,2,200,1.34680134680135,"I_100_L_100_N_2"
"11416","16041316555633692017-02-06","LM",29.6296296296296,23.0769230769231,25,200,2,26,6.55270655270655,"I_200_L_25_N_2"
"11417","16041316555633692017-02-06","LM",29.6296296296296,40,50,200,2,50,-10.3703703703704,"I_200_L_50_N_2"
"11418","16041316555633692017-02-06","LM",29.6296296296296,37.7551020408163,100,200,2,100,-8.1254724111867,"I_200_L_100_N_2"
"11419","16041316555633692017-02-06","LM",29.6296296296296,21,25,25,3,300,8.62962962962963,"I_25_L_25_N_3"
"11420","16041316555633692017-02-06","LM",29.6296296296296,25.6756756756757,50,25,3,600,3.95395395395395,"I_25_L_50_N_3"
"11421","16041316555633692017-02-06","LM",29.6296296296296,29.6296296296296,100,25,3,1200,0,"NWERN Base"
"11422","16041316555633692017-02-06","LM",29.6296296296296,20.6666666666667,25,50,3,150,8.96296296296296,"I_50_L_25_N_3"
"11423","16041316555633692017-02-06","LM",29.6296296296296,26.9360269360269,50,50,3,300,2.69360269360269,"I_50_L_50_N_3"
"11424","16041316555633692017-02-06","LM",29.6296296296296,30.4713804713805,100,50,3,600,-0.841750841750841,"I_50_L_100_N_3"
"11425","16041316555633692017-02-06","LM",29.6296296296296,21.3333333333333,25,100,3,75,8.2962962962963,"I_100_L_25_N_3"
"11426","16041316555633692017-02-06","LM",29.6296296296296,29.3333333333333,50,100,3,150,0.296296296296298,"I_100_L_50_N_3"
"11427","16041316555633692017-02-06","LM",29.6296296296296,30.6397306397306,100,100,3,300,-1.01010101010101,"I_100_L_100_N_3"
"11428","16041316555633692017-02-06","LM",29.6296296296296,25.6410256410256,25,200,3,39,3.98860398860399,"I_200_L_25_N_3"
"11429","16041316555633692017-02-06","LM",29.6296296296296,37.3333333333333,50,200,3,75,-7.70370370370371,"I_200_L_50_N_3"
"11430","16041316555633692017-02-06","LM",29.6296296296296,36.0544217687075,100,200,3,150,-6.42479213907786,"I_200_L_100_N_3"
"11431","16041316555633692017-05-02","LM",17.8752107925801,19,25,25,1,100,-1.1247892074199,"I_25_L_25_N_1"
"11432","16041316555633692017-05-02","LM",17.8752107925801,19.2893401015228,50,25,1,200,-1.41412930894274,"I_25_L_50_N_1"
"11433","16041316555633692017-05-02","LM",17.8752107925801,14.8989898989899,100,25,1,400,2.9762208935902,"I_25_L_100_N_1"
"11434","16041316555633692017-05-02","LM",17.8752107925801,12,25,50,1,50,5.8752107925801,"I_50_L_25_N_1"
"11435","16041316555633692017-05-02","LM",17.8752107925801,20.2020202020202,50,50,1,100,-2.3268094094401,"I_50_L_50_N_1"
"11436","16041316555633692017-05-02","LM",17.8752107925801,12.6262626262626,100,50,1,200,5.24894816631748,"I_50_L_100_N_1"
"11437","16041316555633692017-05-02","LM",17.8752107925801,16,25,100,1,25,1.8752107925801,"I_100_L_25_N_1"
"11438","16041316555633692017-05-02","LM",17.8752107925801,16,50,100,1,50,1.8752107925801,"I_100_L_50_N_1"
"11439","16041316555633692017-05-02","LM",17.8752107925801,25.2525252525253,100,100,1,100,-7.37731445994515,"I_100_L_100_N_1"
"11440","16041316555633692017-05-02","LM",17.8752107925801,15.3846153846154,25,200,1,13,2.49059540796472,"I_200_L_25_N_1"
"11441","16041316555633692017-05-02","LM",17.8752107925801,20,50,200,1,25,-2.1247892074199,"I_200_L_50_N_1"
"11442","16041316555633692017-05-02","LM",17.8752107925801,20.4081632653061,100,200,1,50,-2.53295247272602,"I_200_L_100_N_1"
"11443","16041316555633692017-05-02","LM",17.8752107925801,17.5,25,25,2,200,0.375210792580102,"I_25_L_25_N_2"
"11444","16041316555633692017-05-02","LM",17.8752107925801,15.9493670886076,50,25,2,400,1.92584370397251,"I_25_L_50_N_2"
"11445","16041316555633692017-05-02","LM",17.8752107925801,16.9620253164557,100,25,2,800,0.913185476124404,"I_25_L_100_N_2"
"11446","16041316555633692017-05-02","LM",17.8752107925801,13,25,50,2,100,4.8752107925801,"I_50_L_25_N_2"
"11447","16041316555633692017-05-02","LM",17.8752107925801,15.6565656565657,50,50,2,200,2.21864513601445,"I_50_L_50_N_2"
"11448","16041316555633692017-05-02","LM",17.8752107925801,19.9494949494949,100,50,2,400,-2.07428415691485,"I_50_L_100_N_2"
"11449","16041316555633692017-05-02","LM",17.8752107925801,20,25,100,2,50,-2.1247892074199,"I_100_L_25_N_2"
"11450","16041316555633692017-05-02","LM",17.8752107925801,19,50,100,2,100,-1.1247892074199,"I_100_L_50_N_2"
"11451","16041316555633692017-05-02","LM",17.8752107925801,21.7171717171717,100,100,2,200,-3.84196092459161,"I_100_L_100_N_2"
