"","PrimaryKey","indicator","nwern_percent","percent","line_length","interval","n_lines","pin_n","difference","group"
"2287","15111212022552222017-06-20","PC",2.69814502529511,8,25,100,2,50,-5.30185497470489,"I_100_L_25_N_2"
"2288","15111212022552222017-06-20","PC",2.69814502529511,7,50,100,2,100,-4.30185497470489,"I_100_L_50_N_2"
"2289","15111212022552222017-06-20","PC",2.69814502529511,2.52525252525253,100,100,2,200,0.172892500042585,"I_100_L_100_N_2"
"2290","15111212022552222017-06-20","PC",2.69814502529511,7.69230769230769,25,200,2,26,-4.99416266701258,"I_200_L_25_N_2"
"2291","15111212022552222017-06-20","PC",2.69814502529511,8,50,200,2,50,-5.30185497470489,"I_200_L_50_N_2"
"2292","15111212022552222017-06-20","PC",2.69814502529511,4.08163265306122,100,200,2,100,-1.38348762776611,"I_200_L_100_N_2"
"2293","15111212022552222017-06-20","PC",2.69814502529511,5.33333333333333,25,25,3,300,-2.63518830803822,"I_25_L_25_N_3"
"2294","15111212022552222017-06-20","PC",2.69814502529511,4.39932318104907,50,25,3,600,-1.70117815575396,"I_25_L_50_N_3"
"2295","15111212022552222017-06-20","PC",2.69814502529511,2.69814502529511,100,25,3,1200,0,"NWERN Base"
"2296","15111212022552222017-06-20","PC",2.69814502529511,4.66666666666667,25,50,3,150,-1.96852164137156,"I_50_L_25_N_3"
"2297","15111212022552222017-06-20","PC",2.69814502529511,3.7037037037037,50,50,3,300,-1.00555867840859,"I_50_L_50_N_3"
"2298","15111212022552222017-06-20","PC",2.69814502529511,2.18855218855219,100,50,3,600,0.509592836742921,"I_50_L_100_N_3"
"2299","15111212022552222017-06-20","PC",2.69814502529511,6.66666666666667,25,100,3,75,-3.96852164137156,"I_100_L_25_N_3"
"2300","15111212022552222017-06-20","PC",2.69814502529511,5.33333333333333,50,100,3,150,-2.63518830803822,"I_100_L_50_N_3"
"2301","15111212022552222017-06-20","PC",2.69814502529511,3.36700336700337,100,100,3,300,-0.668858341708257,"I_100_L_100_N_3"
"2302","15111212022552222017-06-20","PC",2.69814502529511,5.12820512820513,25,200,3,39,-2.43006010291002,"I_200_L_25_N_3"
"2303","15111212022552222017-06-20","PC",2.69814502529511,5.33333333333333,50,200,3,75,-2.63518830803822,"I_200_L_50_N_3"
"2304","15111212022552222017-06-20","PC",2.69814502529511,4.08163265306122,100,200,3,150,-1.38348762776611,"I_200_L_100_N_3"
"2305","15111212022552222017-08-09","PC",1.43338954468803,3,25,25,1,100,-1.56661045531197,"I_25_L_25_N_1"
"2306","15111212022552222017-08-09","PC",1.43338954468803,2.53807106598985,50,25,1,200,-1.10468152130182,"I_25_L_50_N_1"
"2307","15111212022552222017-08-09","PC",1.43338954468803,1.26582278481013,100,25,1,400,0.1675667598779,"I_25_L_100_N_1"
"2308","15111212022552222017-08-09","PC",1.43338954468803,0,25,50,1,50,1.43338954468803,"I_50_L_25_N_1"
"2309","15111212022552222017-08-09","PC",1.43338954468803,4.04040404040404,50,50,1,100,-2.60701449571601,"I_50_L_50_N_1"
"2310","15111212022552222017-08-09","PC",1.43338954468803,1.01010101010101,100,50,1,200,0.423288534587017,"I_50_L_100_N_1"
"2311","15111212022552222017-08-09","PC",1.43338954468803,0,25,100,1,25,1.43338954468803,"I_100_L_25_N_1"
"2312","15111212022552222017-08-09","PC",1.43338954468803,4,50,100,1,50,-2.56661045531197,"I_100_L_50_N_1"
"2313","15111212022552222017-08-09","PC",1.43338954468803,2.02020202020202,100,100,1,100,-0.586812475513993,"I_100_L_100_N_1"
"2314","15111212022552222017-08-09","PC",1.43338954468803,0,25,200,1,13,1.43338954468803,"I_200_L_25_N_1"
"2315","15111212022552222017-08-09","PC",1.43338954468803,0,50,200,1,25,1.43338954468803,"I_200_L_50_N_1"
"2316","15111212022552222017-08-09","PC",1.43338954468803,2.04081632653061,100,200,1,50,-0.607426781842585,"I_200_L_100_N_1"
"2317","15111212022552222017-08-09","PC",1.43338954468803,1.5,25,25,2,200,-0.0666104553119731,"I_25_L_25_N_2"
"2318","15111212022552222017-08-09","PC",1.43338954468803,2.53807106598985,50,25,2,400,-1.10468152130182,"I_25_L_50_N_2"
"2319","15111212022552222017-08-09","PC",1.43338954468803,1.26422250316056,100,25,2,800,0.169167041527471,"I_25_L_100_N_2"
"2320","15111212022552222017-08-09","PC",1.43338954468803,3,25,50,2,100,-1.56661045531197,"I_50_L_25_N_2"
"2321","15111212022552222017-08-09","PC",1.43338954468803,3.03030303030303,50,50,2,200,-1.596913485615,"I_50_L_50_N_2"
"2322","15111212022552222017-08-09","PC",1.43338954468803,1.51515151515152,100,50,2,400,-0.0817619704634882,"I_50_L_100_N_2"
"2323","15111212022552222017-08-09","PC",1.43338954468803,2,25,100,2,50,-0.566610455311973,"I_100_L_25_N_2"
"2324","15111212022552222017-08-09","PC",1.43338954468803,3,50,100,2,100,-1.56661045531197,"I_100_L_50_N_2"
"2325","15111212022552222017-08-09","PC",1.43338954468803,1.51515151515152,100,100,2,200,-0.0817619704634882,"I_100_L_100_N_2"
"2326","15111212022552222017-08-09","PC",1.43338954468803,0,25,200,2,26,1.43338954468803,"I_200_L_25_N_2"
"2327","15111212022552222017-08-09","PC",1.43338954468803,2,50,200,2,50,-0.566610455311973,"I_200_L_50_N_2"
"2328","15111212022552222017-08-09","PC",1.43338954468803,1.02040816326531,100,200,2,100,0.412981381422721,"I_200_L_100_N_2"
"2329","15111212022552222017-08-09","PC",1.43338954468803,2.33333333333333,25,25,3,300,-0.899943788645307,"I_25_L_25_N_3"
"2330","15111212022552222017-08-09","PC",1.43338954468803,2.7072758037225,50,25,3,600,-1.27388625903448,"I_25_L_50_N_3"
"2331","15111212022552222017-08-09","PC",1.43338954468803,1.43338954468803,100,25,3,1200,0,"NWERN Base"
"2332","15111212022552222017-08-09","PC",1.43338954468803,2,25,50,3,150,-0.566610455311973,"I_50_L_25_N_3"
"2333","15111212022552222017-08-09","PC",1.43338954468803,2.69360269360269,50,50,3,300,-1.26021314891467,"I_50_L_50_N_3"
"2334","15111212022552222017-08-09","PC",1.43338954468803,1.34680134680135,100,50,3,600,0.08658819788668,"I_50_L_100_N_3"
"2335","15111212022552222017-08-09","PC",1.43338954468803,1.33333333333333,25,100,3,75,0.100056211354694,"I_100_L_25_N_3"
"2336","15111212022552222017-08-09","PC",1.43338954468803,2,50,100,3,150,-0.566610455311973,"I_100_L_50_N_3"
"2337","15111212022552222017-08-09","PC",1.43338954468803,1.01010101010101,100,100,3,300,0.423288534587017,"I_100_L_100_N_3"
"2338","15111212022552222017-08-09","PC",1.43338954468803,2.56410256410256,25,200,3,39,-1.13071301941454,"I_200_L_25_N_3"
"2339","15111212022552222017-08-09","PC",1.43338954468803,2.66666666666667,50,200,3,75,-1.23327712197864,"I_200_L_50_N_3"
"2340","15111212022552222017-08-09","PC",1.43338954468803,1.36054421768707,100,200,3,150,0.0728453270009521,"I_200_L_100_N_3"
"2341","15111212022552222017-09-18","PC",1.5177065767285,7,25,25,1,100,-5.4822934232715,"I_25_L_25_N_1"
"2342","15111212022552222017-09-18","PC",1.5177065767285,3.04568527918782,50,25,1,200,-1.52797870245932,"I_25_L_50_N_1"
"2343","15111212022552222017-09-18","PC",1.5177065767285,1.76767676767677,100,25,1,400,-0.249970190948269,"I_25_L_100_N_1"
"2344","15111212022552222017-09-18","PC",1.5177065767285,0,25,50,1,50,1.5177065767285,"I_50_L_25_N_1"
"2345","15111212022552222017-09-18","PC",1.5177065767285,3.03030303030303,50,50,1,100,-1.51259645357453,"I_50_L_50_N_1"
"2346","15111212022552222017-09-18","PC",1.5177065767285,1.01010101010101,100,50,1,200,0.507605566627489,"I_50_L_100_N_1"
"2347","15111212022552222017-09-18","PC",1.5177065767285,0,25,100,1,25,1.5177065767285,"I_100_L_25_N_1"
"2348","15111212022552222017-09-18","PC",1.5177065767285,0,50,100,1,50,1.5177065767285,"I_100_L_50_N_1"
"2349","15111212022552222017-09-18","PC",1.5177065767285,1.01010101010101,100,100,1,100,0.507605566627489,"I_100_L_100_N_1"
"2350","15111212022552222017-09-18","PC",1.5177065767285,0,25,200,1,13,1.5177065767285,"I_200_L_25_N_1"
"2351","15111212022552222017-09-18","PC",1.5177065767285,0,50,200,1,25,1.5177065767285,"I_200_L_50_N_1"
"2352","15111212022552222017-09-18","PC",1.5177065767285,0,100,200,1,50,1.5177065767285,"I_200_L_100_N_1"
"2353","15111212022552222017-09-18","PC",1.5177065767285,3.5,25,25,2,200,-1.9822934232715,"I_25_L_25_N_2"
"2354","15111212022552222017-09-18","PC",1.5177065767285,2.53807106598985,50,25,2,400,-1.02036448926135,"I_25_L_50_N_2"
"2355","15111212022552222017-09-18","PC",1.5177065767285,1.39240506329114,100,25,2,800,0.12530151343736,"I_25_L_100_N_2"
"2356","15111212022552222017-09-18","PC",1.5177065767285,3,25,50,2,100,-1.4822934232715,"I_50_L_25_N_2"
"2357","15111212022552222017-09-18","PC",1.5177065767285,3.03030303030303,50,50,2,200,-1.51259645357453,"I_50_L_50_N_2"
"2358","15111212022552222017-09-18","PC",1.5177065767285,1.26262626262626,100,50,2,400,0.255080314102237,"I_50_L_100_N_2"
"2359","15111212022552222017-09-18","PC",1.5177065767285,0,25,100,2,50,1.5177065767285,"I_100_L_25_N_2"
"2360","15111212022552222017-09-18","PC",1.5177065767285,2,50,100,2,100,-0.482293423271501,"I_100_L_50_N_2"
"2361","15111212022552222017-09-18","PC",1.5177065767285,0.505050505050505,100,100,2,200,1.01265607167799,"I_100_L_100_N_2"
"2362","15111212022552222017-09-18","PC",1.5177065767285,0,25,200,2,26,1.5177065767285,"I_200_L_25_N_2"
"2363","15111212022552222017-09-18","PC",1.5177065767285,0,50,200,2,50,1.5177065767285,"I_200_L_50_N_2"
"2364","15111212022552222017-09-18","PC",1.5177065767285,0,100,200,2,100,1.5177065767285,"I_200_L_100_N_2"
"2365","15111212022552222017-09-18","PC",1.5177065767285,3,25,25,3,300,-1.4822934232715,"I_25_L_25_N_3"
"2366","15111212022552222017-09-18","PC",1.5177065767285,2.87648054145516,50,25,3,600,-1.35877396472666,"I_25_L_50_N_3"
"2367","15111212022552222017-09-18","PC",1.5177065767285,1.5177065767285,100,25,3,1200,0,"NWERN Base"
"2368","15111212022552222017-09-18","PC",1.5177065767285,2,25,50,3,150,-0.482293423271501,"I_50_L_25_N_3"
"2369","15111212022552222017-09-18","PC",1.5177065767285,2.35690235690236,50,50,3,300,-0.839195780173858,"I_50_L_50_N_3"
"2370","15111212022552222017-09-18","PC",1.5177065767285,1.34680134680135,100,50,3,600,0.170905229927152,"I_50_L_100_N_3"
"2371","15111212022552222017-09-18","PC",1.5177065767285,0,25,100,3,75,1.5177065767285,"I_100_L_25_N_3"
"2372","15111212022552222017-09-18","PC",1.5177065767285,1.33333333333333,50,100,3,150,0.184373243395166,"I_100_L_50_N_3"
"2373","15111212022552222017-09-18","PC",1.5177065767285,0.673400673400673,100,100,3,300,0.844305903327826,"I_100_L_100_N_3"
"2374","15111212022552222017-09-18","PC",1.5177065767285,0,25,200,3,39,1.5177065767285,"I_200_L_25_N_3"
"2375","15111212022552222017-09-18","PC",1.5177065767285,0,50,200,3,75,1.5177065767285,"I_200_L_50_N_3"
"2376","15111212022552222017-09-18","PC",1.5177065767285,0,100,200,3,150,1.5177065767285,"I_200_L_100_N_3"
"2377","15111212022552222018-06-21","PC",2.36087689713322,3,25,25,1,100,-0.639123102866779,"I_25_L_25_N_1"
"2378","15111212022552222018-06-21","PC",2.36087689713322,2.03045685279188,50,25,1,200,0.330420044341343,"I_25_L_50_N_1"
"2379","15111212022552222018-06-21","PC",2.36087689713322,2.52525252525253,100,25,1,400,-0.164375628119304,"I_25_L_100_N_1"
"2380","15111212022552222018-06-21","PC",2.36087689713322,0,25,50,1,50,2.36087689713322,"I_50_L_25_N_1"
"2381","15111212022552222018-06-21","PC",2.36087689713322,3.03030303030303,50,50,1,100,-0.669426133169809,"I_50_L_50_N_1"
"2382","15111212022552222018-06-21","PC",2.36087689713322,3.03030303030303,100,50,1,200,-0.669426133169809,"I_50_L_100_N_1"
"2383","15111212022552222018-06-21","PC",2.36087689713322,0,25,100,1,25,2.36087689713322,"I_100_L_25_N_1"
"2384","15111212022552222018-06-21","PC",2.36087689713322,6,50,100,1,50,-3.63912310286678,"I_100_L_50_N_1"
"2385","15111212022552222018-06-21","PC",2.36087689713322,3.03030303030303,100,100,1,100,-0.669426133169809,"I_100_L_100_N_1"
"2386","15111212022552222018-06-21","PC",2.36087689713322,0,25,200,1,13,2.36087689713322,"I_200_L_25_N_1"
"2387","15111212022552222018-06-21","PC",2.36087689713322,0,50,200,1,25,2.36087689713322,"I_200_L_50_N_1"
"2388","15111212022552222018-06-21","PC",2.36087689713322,4.08163265306122,100,200,1,50,-1.720755755928,"I_200_L_100_N_1"
"2389","15111212022552222018-06-21","PC",2.36087689713322,1.5,25,25,2,200,0.860876897133221,"I_25_L_25_N_2"
"2390","15111212022552222018-06-21","PC",2.36087689713322,3.80710659898477,50,25,2,400,-1.44622970185155,"I_25_L_50_N_2"
"2391","15111212022552222018-06-21","PC",2.36087689713322,2.65486725663717,100,25,2,800,-0.293990359503947,"I_25_L_100_N_2"
"2392","15111212022552222018-06-21","PC",2.36087689713322,2,25,50,2,100,0.360876897133221,"I_50_L_25_N_2"
"2393","15111212022552222018-06-21","PC",2.36087689713322,4.54545454545455,50,50,2,200,-2.18457764832133,"I_50_L_50_N_2"
"2394","15111212022552222018-06-21","PC",2.36087689713322,2.77777777777778,100,50,2,400,-0.416900880644557,"I_50_L_100_N_2"
"2395","15111212022552222018-06-21","PC",2.36087689713322,0,25,100,2,50,2.36087689713322,"I_100_L_25_N_2"
"2396","15111212022552222018-06-21","PC",2.36087689713322,3,50,100,2,100,-0.639123102866779,"I_100_L_50_N_2"
"2397","15111212022552222018-06-21","PC",2.36087689713322,3.03030303030303,100,100,2,200,-0.669426133169809,"I_100_L_100_N_2"
"2398","15111212022552222018-06-21","PC",2.36087689713322,0,25,200,2,26,2.36087689713322,"I_200_L_25_N_2"
"2399","15111212022552222018-06-21","PC",2.36087689713322,0,50,200,2,50,2.36087689713322,"I_200_L_50_N_2"
"2400","15111212022552222018-06-21","PC",2.36087689713322,1.02040816326531,100,200,2,100,1.34046873386791,"I_200_L_100_N_2"
"2401","15111212022552222018-06-21","PC",2.36087689713322,1,25,25,3,300,1.36087689713322,"I_25_L_25_N_3"
"2402","15111212022552222018-06-21","PC",2.36087689713322,2.52951096121417,50,25,3,600,-0.168634064080945,"I_25_L_50_N_3"
"2403","15111212022552222018-06-21","PC",2.36087689713322,2.36087689713322,100,25,3,1200,0,"NWERN Base"
"2404","15111212022552222018-06-21","PC",2.36087689713322,1.33333333333333,25,50,3,150,1.02754356379989,"I_50_L_25_N_3"
"2405","15111212022552222018-06-21","PC",2.36087689713322,3.02013422818792,50,50,3,300,-0.659257331054699,"I_50_L_50_N_3"
"2406","15111212022552222018-06-21","PC",2.36087689713322,2.69360269360269,100,50,3,600,-0.332725796469473,"I_50_L_100_N_3"
"2407","15111212022552222018-06-21","PC",2.36087689713322,0,25,100,3,75,2.36087689713322,"I_100_L_25_N_3"
"2408","15111212022552222018-06-21","PC",2.36087689713322,2.66666666666667,50,100,3,150,-0.305789769533446,"I_100_L_50_N_3"
"2409","15111212022552222018-06-21","PC",2.36087689713322,2.69360269360269,100,100,3,300,-0.332725796469473,"I_100_L_100_N_3"
"2410","15111212022552222018-06-21","PC",2.36087689713322,0,25,200,3,39,2.36087689713322,"I_200_L_25_N_3"
"2411","15111212022552222018-06-21","PC",2.36087689713322,2.66666666666667,50,200,3,75,-0.305789769533446,"I_200_L_50_N_3"
"2412","15111212022552222018-06-21","PC",2.36087689713322,2.04081632653061,100,200,3,150,0.320060570602609,"I_200_L_100_N_3"
"2413","15111212022552222018-09-21","PC",1.68350168350168,0,25,25,1,100,1.68350168350168,"I_25_L_25_N_1"
"2414","15111212022552222018-09-21","PC",1.68350168350168,1.01522842639594,50,25,1,200,0.668273257105745,"I_25_L_50_N_1"
"2415","15111212022552222018-09-21","PC",1.68350168350168,2.02020202020202,100,25,1,400,-0.336700336700337,"I_25_L_100_N_1"
"2416","15111212022552222018-09-21","PC",1.68350168350168,8,25,50,1,50,-6.31649831649832,"I_50_L_25_N_1"
"2417","15111212022552222018-09-21","PC",1.68350168350168,4.04040404040404,50,50,1,100,-2.35690235690236,"I_50_L_50_N_1"
"2418","15111212022552222018-09-21","PC",1.68350168350168,1.01010101010101,100,50,1,200,0.673400673400673,"I_50_L_100_N_1"
"2419","15111212022552222018-09-21","PC",1.68350168350168,8,25,100,1,25,-6.31649831649832,"I_100_L_25_N_1"
"2420","15111212022552222018-09-21","PC",1.68350168350168,2,50,100,1,50,-0.316498316498316,"I_100_L_50_N_1"
"2421","15111212022552222018-09-21","PC",1.68350168350168,2.02020202020202,100,100,1,100,-0.336700336700337,"I_100_L_100_N_1"
"2422","15111212022552222018-09-21","PC",1.68350168350168,0,25,200,1,13,1.68350168350168,"I_200_L_25_N_1"
"2423","15111212022552222018-09-21","PC",1.68350168350168,0,50,200,1,25,1.68350168350168,"I_200_L_50_N_1"
"2424","15111212022552222018-09-21","PC",1.68350168350168,0,100,200,1,50,1.68350168350168,"I_200_L_100_N_1"
"2425","15111212022552222018-09-21","PC",1.68350168350168,4,25,25,2,200,-2.31649831649832,"I_25_L_25_N_2"
"2426","15111212022552222018-09-21","PC",1.68350168350168,4.05063291139241,50,25,2,400,-2.36713122789072,"I_25_L_50_N_2"
"2427","15111212022552222018-09-21","PC",1.68350168350168,1.51706700379267,100,25,2,800,0.166434679709016,"I_25_L_100_N_2"
"2428","15111212022552222018-09-21","PC",1.68350168350168,0,25,50,2,100,1.68350168350168,"I_50_L_25_N_2"
"2429","15111212022552222018-09-21","PC",1.68350168350168,4.04040404040404,50,50,2,200,-2.35690235690236,"I_50_L_50_N_2"
"2430","15111212022552222018-09-21","PC",1.68350168350168,2.02020202020202,100,50,2,400,-0.336700336700337,"I_50_L_100_N_2"
"2431","15111212022552222018-09-21","PC",1.68350168350168,4,25,100,2,50,-2.31649831649832,"I_100_L_25_N_2"
"2432","15111212022552222018-09-21","PC",1.68350168350168,4,50,100,2,100,-2.31649831649832,"I_100_L_50_N_2"
"2433","15111212022552222018-09-21","PC",1.68350168350168,1.51515151515152,100,100,2,200,0.168350168350168,"I_100_L_100_N_2"
"2434","15111212022552222018-09-21","PC",1.68350168350168,0,25,200,2,26,1.68350168350168,"I_200_L_25_N_2"
"2435","15111212022552222018-09-21","PC",1.68350168350168,2,50,200,2,50,-0.316498316498316,"I_200_L_50_N_2"
"2436","15111212022552222018-09-21","PC",1.68350168350168,1.02040816326531,100,200,2,100,0.663093520236377,"I_200_L_100_N_2"
"2437","15111212022552222018-09-21","PC",1.68350168350168,2.66666666666667,25,25,3,300,-0.983164983164983,"I_25_L_25_N_3"
"2438","15111212022552222018-09-21","PC",1.68350168350168,3.04054054054054,50,25,3,600,-1.35703885703886,"I_25_L_50_N_3"
"2439","15111212022552222018-09-21","PC",1.68350168350168,1.68350168350168,100,25,3,1200,0,"NWERN Base"
"2440","15111212022552222018-09-21","PC",1.68350168350168,2.66666666666667,25,50,3,150,-0.983164983164983,"I_50_L_25_N_3"
"2441","15111212022552222018-09-21","PC",1.68350168350168,3.03030303030303,50,50,3,300,-1.34680134680135,"I_50_L_50_N_3"
"2442","15111212022552222018-09-21","PC",1.68350168350168,1.68350168350168,100,50,3,600,0,"I_50_L_100_N_3"
"2443","15111212022552222018-09-21","PC",1.68350168350168,2.66666666666667,25,100,3,75,-0.983164983164983,"I_100_L_25_N_3"
"2444","15111212022552222018-09-21","PC",1.68350168350168,3.33333333333333,50,100,3,150,-1.64983164983165,"I_100_L_50_N_3"
"2445","15111212022552222018-09-21","PC",1.68350168350168,1.68350168350168,100,100,3,300,0,"I_100_L_100_N_3"
"2446","15111212022552222018-09-21","PC",1.68350168350168,0,25,200,3,39,1.68350168350168,"I_200_L_25_N_3"
"2447","15111212022552222018-09-21","PC",1.68350168350168,1.33333333333333,50,200,3,75,0.35016835016835,"I_200_L_50_N_3"
"2448","15111212022552222018-09-21","PC",1.68350168350168,0.680272108843537,100,200,3,150,1.00322957465815,"I_200_L_100_N_3"
"2449","15111212022552222019-06-19","PC",2.70042194092827,13,25,25,1,100,-10.2995780590717,"I_25_L_25_N_1"
"2450","15111212022552222019-06-19","PC",2.70042194092827,6.5989847715736,50,25,1,200,-3.89856283064533,"I_25_L_50_N_1"
"2451","15111212022552222019-06-19","PC",2.70042194092827,1.51898734177215,100,25,1,400,1.18143459915612,"I_25_L_100_N_1"
"2452","15111212022552222019-06-19","PC",2.70042194092827,14,25,50,1,50,-11.2995780590717,"I_50_L_25_N_1"
"2453","15111212022552222019-06-19","PC",2.70042194092827,7.07070707070707,50,50,1,100,-4.3702851297788,"I_50_L_50_N_1"
"2454","15111212022552222019-06-19","PC",2.70042194092827,3.04568527918782,100,50,1,200,-0.345263338259547,"I_50_L_100_N_1"
"2455","15111212022552222019-06-19","PC",2.70042194092827,0,25,100,1,25,2.70042194092827,"I_100_L_25_N_1"
"2456","15111212022552222019-06-19","PC",2.70042194092827,6,50,100,1,50,-3.29957805907173,"I_100_L_50_N_1"
"2457","15111212022552222019-06-19","PC",2.70042194092827,3.03030303030303,100,100,1,100,-0.32988108937476,"I_100_L_100_N_1"
"2458","15111212022552222019-06-19","PC",2.70042194092827,0,25,200,1,13,2.70042194092827,"I_200_L_25_N_1"
"2459","15111212022552222019-06-19","PC",2.70042194092827,0,50,200,1,25,2.70042194092827,"I_200_L_50_N_1"
"2460","15111212022552222019-06-19","PC",2.70042194092827,0,100,200,1,50,2.70042194092827,"I_200_L_100_N_1"
"2461","15111212022552222019-06-19","PC",2.70042194092827,6.5,25,25,2,200,-3.79957805907173,"I_25_L_25_N_2"
"2462","15111212022552222019-06-19","PC",2.70042194092827,6.09137055837563,50,25,2,400,-3.39094861744736,"I_25_L_50_N_2"
"2463","15111212022552222019-06-19","PC",2.70042194092827,2.40811153358682,100,25,2,800,0.292310407341451,"I_25_L_100_N_2"
"2464","15111212022552222019-06-19","PC",2.70042194092827,8,25,50,2,100,-5.29957805907173,"I_50_L_25_N_2"
"2465","15111212022552222019-06-19","PC",2.70042194092827,4.04040404040404,50,50,2,200,-1.33998209947577,"I_50_L_50_N_2"
"2466","15111212022552222019-06-19","PC",2.70042194092827,2.27848101265823,100,50,2,400,0.421940928270042,"I_50_L_100_N_2"
"2467","15111212022552222019-06-19","PC",2.70042194092827,0,25,100,2,50,2.70042194092827,"I_100_L_25_N_2"
"2468","15111212022552222019-06-19","PC",2.70042194092827,4,50,100,2,100,-1.29957805907173,"I_100_L_50_N_2"
"2469","15111212022552222019-06-19","PC",2.70042194092827,2.02020202020202,100,100,2,200,0.68021992072625,"I_100_L_100_N_2"
"2470","15111212022552222019-06-19","PC",2.70042194092827,0,25,200,2,26,2.70042194092827,"I_200_L_25_N_2"
"2471","15111212022552222019-06-19","PC",2.70042194092827,4,50,200,2,50,-1.29957805907173,"I_200_L_50_N_2"
"2472","15111212022552222019-06-19","PC",2.70042194092827,0,100,200,2,100,2.70042194092827,"I_200_L_100_N_2"
"2473","15111212022552222019-06-19","PC",2.70042194092827,5.33333333333333,25,25,3,300,-2.63291139240506,"I_25_L_25_N_3"
"2474","15111212022552222019-06-19","PC",2.70042194092827,4.73773265651438,50,25,3,600,-2.03731071558611,"I_25_L_50_N_3"
"2475","15111212022552222019-06-19","PC",2.70042194092827,2.70042194092827,100,25,3,1200,0,"NWERN Base"
"2476","15111212022552222019-06-19","PC",2.70042194092827,5.33333333333333,25,50,3,150,-2.63291139240506,"I_50_L_25_N_3"
"2477","15111212022552222019-06-19","PC",2.70042194092827,5.05050505050505,50,50,3,300,-2.35008310957678,"I_50_L_50_N_3"
"2478","15111212022552222019-06-19","PC",2.70042194092827,2.69814502529511,100,50,3,600,0.00227691563316013,"I_50_L_100_N_3"
"2479","15111212022552222019-06-19","PC",2.70042194092827,4,25,100,3,75,-1.29957805907173,"I_100_L_25_N_3"
"2480","15111212022552222019-06-19","PC",2.70042194092827,4.66666666666667,50,100,3,150,-1.9662447257384,"I_100_L_50_N_3"
"2481","15111212022552222019-06-19","PC",2.70042194092827,2.35690235690236,100,100,3,300,0.343519584025913,"I_100_L_100_N_3"
"2482","15111212022552222019-06-19","PC",2.70042194092827,0,25,200,3,39,2.70042194092827,"I_200_L_25_N_3"
"2483","15111212022552222019-06-19","PC",2.70042194092827,2.66666666666667,50,200,3,75,0.0337552742616034,"I_200_L_50_N_3"
"2484","15111212022552222019-06-19","PC",2.70042194092827,1.36054421768707,100,200,3,150,1.3398777232412,"I_200_L_100_N_3"
"2485","15111212022552222020-07-02","PC",1.34793597304128,5,25,25,1,100,-3.65206402695872,"I_25_L_25_N_1"
"2486","15111212022552222020-07-02","PC",1.34793597304128,3.55329949238579,50,25,1,200,-2.20536351934451,"I_25_L_50_N_1"
"2487","15111212022552222020-07-02","PC",1.34793597304128,1.26262626262626,100,25,1,400,0.085309710415018,"I_25_L_100_N_1"
"2488","15111212022552222020-07-02","PC",1.34793597304128,0,25,50,1,50,1.34793597304128,"I_50_L_25_N_1"
"2489","15111212022552222020-07-02","PC",1.34793597304128,1.01010101010101,50,50,1,100,0.33783496294027,"I_50_L_50_N_1"
"2490","15111212022552222020-07-02","PC",1.34793597304128,1.01010101010101,100,50,1,200,0.33783496294027,"I_50_L_100_N_1"
"2491","15111212022552222020-07-02","PC",1.34793597304128,0,25,100,1,25,1.34793597304128,"I_100_L_25_N_1"
"2492","15111212022552222020-07-02","PC",1.34793597304128,4,50,100,1,50,-2.65206402695872,"I_100_L_50_N_1"
"2493","15111212022552222020-07-02","PC",1.34793597304128,2.02020202020202,100,100,1,100,-0.67226604716074,"I_100_L_100_N_1"
"2494","15111212022552222020-07-02","PC",1.34793597304128,0,25,200,1,13,1.34793597304128,"I_200_L_25_N_1"
"2495","15111212022552222020-07-02","PC",1.34793597304128,0,50,200,1,25,1.34793597304128,"I_200_L_50_N_1"
"2496","15111212022552222020-07-02","PC",1.34793597304128,2.04081632653061,100,200,1,50,-0.692880353489332,"I_200_L_100_N_1"
"2497","15111212022552222020-07-02","PC",1.34793597304128,2.5,25,25,2,200,-1.15206402695872,"I_25_L_25_N_2"
"2498","15111212022552222020-07-02","PC",1.34793597304128,3.04568527918782,50,25,2,400,-1.69774930614654,"I_25_L_50_N_2"
"2499","15111212022552222020-07-02","PC",1.34793597304128,1.51706700379267,100,25,2,800,-0.169131030751387,"I_25_L_100_N_2"
"2500","15111212022552222020-07-02","PC",1.34793597304128,2,25,50,2,100,-0.652064026958719,"I_50_L_25_N_2"
"2501","15111212022552222020-07-02","PC",1.34793597304128,2.52525252525253,50,50,2,200,-1.17731655221124,"I_50_L_50_N_2"
"2502","15111212022552222020-07-02","PC",1.34793597304128,1.01010101010101,100,50,2,400,0.33783496294027,"I_50_L_100_N_2"
"2503","15111212022552222020-07-02","PC",1.34793597304128,2,25,100,2,50,-0.652064026958719,"I_100_L_25_N_2"
"2504","15111212022552222020-07-02","PC",1.34793597304128,3,50,100,2,100,-1.65206402695872,"I_100_L_50_N_2"
"2505","15111212022552222020-07-02","PC",1.34793597304128,1.51515151515152,100,100,2,200,-0.167215542110235,"I_100_L_100_N_2"
"2506","15111212022552222020-07-02","PC",1.34793597304128,0,25,200,2,26,1.34793597304128,"I_200_L_25_N_2"
"2507","15111212022552222020-07-02","PC",1.34793597304128,2,50,200,2,50,-0.652064026958719,"I_200_L_50_N_2"
"2508","15111212022552222020-07-02","PC",1.34793597304128,0,100,200,2,100,1.34793597304128,"I_200_L_100_N_2"
