"","PrimaryKey","gap_class","nwern_percent","nwern_n","nwern_length","total_line_length","length","n","percent","group","n_lines","line_length","percent_difference"
"2723","15080712440114922017-05-24","201-Inf",60.8333333333333,27,18250,10000,4762,11,47.62,"L_50_N_2",2,50,13.2133333333333
"2724","15080712440114922017-05-24","201-Inf",60.8333333333333,27,18250,15000,9965,9,66.4333333333333,"L_50_N_3",3,50,-5.60000000000001
"2725","15080712440114922017-05-24","201-Inf",60.8333333333333,27,18250,10000,5513,12,55.13,"L_100_N_1",1,100,5.70333333333333
"2726","15080712440114922017-05-24","201-Inf",60.8333333333333,27,18250,20000,13271,17,66.355,"L_100_N_2",2,100,-5.52166666666668
"2727","15080712440114922017-05-24","201-Inf",60.8333333333333,27,18250,30000,18250,27,60.8333333333333,"NWERN Base",3,100,0
"2728","15080712440114922017-05-24","25-51",3.31,27,993,2500,0,0,0,"L_25_N_1",1,25,3.31
"2729","15080712440114922017-05-24","25-51",3.31,27,993,5000,170,4,3.4,"L_25_N_2",2,25,-0.0900000000000007
"2730","15080712440114922017-05-24","25-51",3.31,27,993,7500,241,6,3.21333333333333,"L_25_N_3",3,25,0.0966666666666662
"2731","15080712440114922017-05-24","25-51",3.31,27,993,5000,131,3,2.62,"L_50_N_1",1,50,0.69
"2732","15080712440114922017-05-24","25-51",3.31,27,993,10000,447,12,4.47,"L_50_N_2",2,50,-1.16
"2733","15080712440114922017-05-24","25-51",3.31,27,993,15000,357,9,2.38,"L_50_N_3",3,50,0.929999999999999
"2734","15080712440114922017-05-24","25-51",3.31,27,993,10000,480,14,4.8,"L_100_N_1",1,100,-1.49
"2735","15080712440114922017-05-24","25-51",3.31,27,993,20000,611,17,3.055,"L_100_N_2",2,100,0.254999999999999
"2736","15080712440114922017-05-24","25-51",3.31,27,993,30000,993,27,3.31,"NWERN Base",3,100,0
"2737","15080712440114922017-05-24","51-101",11.0933333333333,45,3328,2500,0,0,0,"L_25_N_1",1,25,11.0933333333333
"2738","15080712440114922017-05-24","51-101",11.0933333333333,45,3328,5000,469,7,9.38,"L_25_N_2",2,25,1.71333333333333
"2739","15080712440114922017-05-24","51-101",11.0933333333333,45,3328,7500,1041,15,13.88,"L_25_N_3",3,25,-2.78666666666667
"2740","15080712440114922017-05-24","51-101",11.0933333333333,45,3328,5000,461,7,9.22,"L_50_N_1",1,50,1.87333333333333
"2741","15080712440114922017-05-24","51-101",11.0933333333333,45,3328,10000,1706,22,17.06,"L_50_N_2",2,50,-5.96666666666667
"2742","15080712440114922017-05-24","51-101",11.0933333333333,45,3328,15000,1239,18,8.26,"L_50_N_3",3,50,2.83333333333333
"2743","15080712440114922017-05-24","51-101",11.0933333333333,45,3328,10000,1664,21,16.64,"L_100_N_1",1,100,-5.54666666666667
"2744","15080712440114922017-05-24","51-101",11.0933333333333,45,3328,20000,2125,28,10.625,"L_100_N_2",2,100,0.468333333333334
"2745","15080712440114922017-05-24","51-101",11.0933333333333,45,3328,30000,3328,45,11.0933333333333,"NWERN Base",3,100,0
"2746","15080712440114922017-05-24","NoGap",0.543333333333333,12,163,2500,0,0,0,"L_25_N_1",1,25,0.543333333333333
"2747","15080712440114922017-05-24","NoGap",0.543333333333333,12,163,5000,57,5,1.14,"L_25_N_2",2,25,-0.596666666666667
"2748","15080712440114922017-05-24","NoGap",0.543333333333333,12,163,7500,80,6,1.06666666666667,"L_25_N_3",3,25,-0.523333333333333
"2749","15080712440114922017-05-24","NoGap",0.543333333333333,12,163,5000,62,6,1.24,"L_50_N_1",1,50,-0.696666666666667
"2750","15080712440114922017-05-24","NoGap",0.543333333333333,12,163,10000,83,5,0.83,"L_50_N_2",2,50,-0.286666666666667
"2751","15080712440114922017-05-24","NoGap",0.543333333333333,12,163,15000,80,7,0.533333333333333,"L_50_N_3",3,50,0.01
"2752","15080712440114922017-05-24","NoGap",0.543333333333333,12,163,10000,34,2,0.34,"L_100_N_1",1,100,0.203333333333333
"2753","15080712440114922017-05-24","NoGap",0.543333333333333,12,163,20000,96,8,0.48,"L_100_N_2",2,100,0.0633333333333334
"2754","15080712440114922017-05-24","NoGap",0.543333333333333,12,163,30000,163,12,0.543333333333333,"NWERN Base",3,100,0
"2755","15080712440114922017-10-27","101-201",7.82666666666667,19,2348,2500,115,1,4.6,"L_25_N_1",1,25,3.22666666666667
"2756","15080712440114922017-10-27","101-201",7.82666666666667,19,2348,5000,718,6,14.36,"L_25_N_2",2,25,-6.53333333333333
"2757","15080712440114922017-10-27","101-201",7.82666666666667,19,2348,7500,514,4,6.85333333333333,"L_25_N_3",3,25,0.973333333333333
"2758","15080712440114922017-10-27","101-201",7.82666666666667,19,2348,5000,276,2,5.52,"L_50_N_1",1,50,2.30666666666667
"2759","15080712440114922017-10-27","101-201",7.82666666666667,19,2348,10000,626,5,6.26,"L_50_N_2",2,50,1.56666666666667
"2760","15080712440114922017-10-27","101-201",7.82666666666667,19,2348,15000,896,7,5.97333333333333,"L_50_N_3",3,50,1.85333333333333
"2761","15080712440114922017-10-27","101-201",7.82666666666667,19,2348,10000,1318,11,13.18,"L_100_N_1",1,100,-5.35333333333333
"2762","15080712440114922017-10-27","101-201",7.82666666666667,19,2348,20000,1955,16,9.775,"L_100_N_2",2,100,-1.94833333333333
"2763","15080712440114922017-10-27","101-201",7.82666666666667,19,2348,30000,2348,19,7.82666666666667,"NWERN Base",3,100,0
"2764","15080712440114922017-10-27","20-25",3.30666666666667,46,992,2500,65,3,2.6,"L_25_N_1",1,25,0.706666666666667
"2765","15080712440114922017-10-27","20-25",3.30666666666667,46,992,5000,126,6,2.52,"L_25_N_2",2,25,0.786666666666667
"2766","15080712440114922017-10-27","20-25",3.30666666666667,46,992,7500,282,13,3.76,"L_25_N_3",3,25,-0.453333333333334
"2767","15080712440114922017-10-27","20-25",3.30666666666667,46,992,5000,137,6,2.74,"L_50_N_1",1,50,0.566666666666666
"2768","15080712440114922017-10-27","20-25",3.30666666666667,46,992,10000,324,15,3.24,"L_50_N_2",2,50,0.0666666666666669
"2769","15080712440114922017-10-27","20-25",3.30666666666667,46,992,15000,647,30,4.31333333333333,"L_50_N_3",3,50,-1.00666666666667
"2770","15080712440114922017-10-27","20-25",3.30666666666667,46,992,10000,294,14,2.94,"L_100_N_1",1,100,0.366666666666667
"2771","15080712440114922017-10-27","20-25",3.30666666666667,46,992,20000,542,25,2.71,"L_100_N_2",2,100,0.596666666666667
"2772","15080712440114922017-10-27","20-25",3.30666666666667,46,992,30000,992,46,3.30666666666667,"NWERN Base",3,100,0
"2773","15080712440114922017-10-27","201-Inf",3.07666666666667,4,923,2500,210,1,8.4,"L_25_N_1",1,25,-5.32333333333333
"2774","15080712440114922017-10-27","201-Inf",3.07666666666667,4,923,5000,510,2,10.2,"L_25_N_2",2,25,-7.12333333333333
"2775","15080712440114922017-10-27","201-Inf",3.07666666666667,4,923,7500,0,0,0,"L_25_N_3",3,25,3.07666666666667
"2776","15080712440114922017-10-27","201-Inf",3.07666666666667,4,923,5000,0,0,0,"L_50_N_1",1,50,3.07666666666667
"2777","15080712440114922017-10-27","201-Inf",3.07666666666667,4,923,10000,210,1,2.1,"L_50_N_2",2,50,0.976666666666667
"2778","15080712440114922017-10-27","201-Inf",3.07666666666667,4,923,15000,0,0,0,"L_50_N_3",3,50,3.07666666666667
"2779","15080712440114922017-10-27","201-Inf",3.07666666666667,4,923,10000,713,3,7.13,"L_100_N_1",1,100,-4.05333333333333
"2780","15080712440114922017-10-27","201-Inf",3.07666666666667,4,923,20000,713,3,3.565,"L_100_N_2",2,100,-0.488333333333333
"2781","15080712440114922017-10-27","201-Inf",3.07666666666667,4,923,30000,923,4,3.07666666666667,"NWERN Base",3,100,0
"2782","15080712440114922017-10-27","25-51",20.0066666666667,166,6002,2500,239,7,9.56,"L_25_N_1",1,25,10.4466666666667
"2783","15080712440114922017-10-27","25-51",20.0066666666667,166,6002,5000,1078,29,21.56,"L_25_N_2",2,25,-1.55333333333333
"2784","15080712440114922017-10-27","25-51",20.0066666666667,166,6002,7500,1917,54,25.56,"L_25_N_3",3,25,-5.55333333333333
"2785","15080712440114922017-10-27","25-51",20.0066666666667,166,6002,5000,1015,29,20.3,"L_50_N_1",1,50,-0.293333333333333
"2786","15080712440114922017-10-27","25-51",20.0066666666667,166,6002,10000,1881,53,18.81,"L_50_N_2",2,50,1.19666666666667
"2787","15080712440114922017-10-27","25-51",20.0066666666667,166,6002,15000,3191,89,21.2733333333333,"L_50_N_3",3,50,-1.26666666666667
"2788","15080712440114922017-10-27","25-51",20.0066666666667,166,6002,10000,2172,61,21.72,"L_100_N_1",1,100,-1.71333333333333
"2789","15080712440114922017-10-27","25-51",20.0066666666667,166,6002,20000,4413,123,22.065,"L_100_N_2",2,100,-2.05833333333333
"2790","15080712440114922017-10-27","25-51",20.0066666666667,166,6002,30000,6002,166,20.0066666666667,"NWERN Base",3,100,0
"2791","15080712440114922017-10-27","51-101",27.2733333333333,123,8182,2500,698,10,27.92,"L_25_N_1",1,25,-0.646666666666668
"2792","15080712440114922017-10-27","51-101",27.2733333333333,123,8182,5000,729,10,14.58,"L_25_N_2",2,25,12.6933333333333
"2793","15080712440114922017-10-27","51-101",27.2733333333333,123,8182,7500,1486,22,19.8133333333333,"L_25_N_3",3,25,7.46
"2794","15080712440114922017-10-27","51-101",27.2733333333333,123,8182,5000,1527,23,30.54,"L_50_N_1",1,50,-3.26666666666667
"2795","15080712440114922017-10-27","51-101",27.2733333333333,123,8182,10000,2405,35,24.05,"L_50_N_2",2,50,3.22333333333333
"2796","15080712440114922017-10-27","51-101",27.2733333333333,123,8182,15000,3971,59,26.4733333333333,"L_50_N_3",3,50,0.800000000000001
"2797","15080712440114922017-10-27","51-101",27.2733333333333,123,8182,10000,1818,27,18.18,"L_100_N_1",1,100,9.09333333333333
"2798","15080712440114922017-10-27","51-101",27.2733333333333,123,8182,20000,4907,74,24.535,"L_100_N_2",2,100,2.73833333333333
"2799","15080712440114922017-10-27","51-101",27.2733333333333,123,8182,30000,8182,123,27.2733333333333,"NWERN Base",3,100,0
"2800","15080712440114922017-10-27","NoGap",6.30333333333333,150,1891,2500,226,18,9.04,"L_25_N_1",1,25,-2.73666666666667
"2801","15080712440114922017-10-27","NoGap",6.30333333333333,150,1891,5000,163,11,3.26,"L_25_N_2",2,25,3.04333333333333
"2802","15080712440114922017-10-27","NoGap",6.30333333333333,150,1891,7500,423,32,5.64,"L_25_N_3",3,25,0.663333333333333
"2803","15080712440114922017-10-27","NoGap",6.30333333333333,150,1891,5000,431,33,8.62,"L_50_N_1",1,50,-2.31666666666667
"2804","15080712440114922017-10-27","NoGap",6.30333333333333,150,1891,10000,773,62,7.73,"L_50_N_2",2,50,-1.42666666666667
"2805","15080712440114922017-10-27","NoGap",6.30333333333333,150,1891,15000,1094,84,7.29333333333333,"L_50_N_3",3,50,-0.990000000000001
"2806","15080712440114922017-10-27","NoGap",6.30333333333333,150,1891,10000,436,33,4.36,"L_100_N_1",1,100,1.94333333333333
"2807","15080712440114922017-10-27","NoGap",6.30333333333333,150,1891,20000,1089,85,5.445,"L_100_N_2",2,100,0.858333333333333
"2808","15080712440114922017-10-27","NoGap",6.30333333333333,150,1891,30000,1891,150,6.30333333333333,"NWERN Base",3,100,0
"2809","15080712440114922018-05-15","101-201",18.8233333333333,40,5647,2500,271,2,10.84,"L_25_N_1",1,25,7.98333333333333
"2810","15080712440114922018-05-15","101-201",18.8233333333333,40,5647,5000,682,5,13.64,"L_25_N_2",2,25,5.18333333333334
"2811","15080712440114922018-05-15","101-201",18.8233333333333,40,5647,7500,1370,10,18.2666666666667,"L_25_N_3",3,25,0.556666666666668
"2812","15080712440114922018-05-15","101-201",18.8233333333333,40,5647,5000,580,4,11.6,"L_50_N_1",1,50,7.22333333333333
"2813","15080712440114922018-05-15","101-201",18.8233333333333,40,5647,10000,1972,14,19.72,"L_50_N_2",2,50,-0.896666666666665
"2814","15080712440114922018-05-15","101-201",18.8233333333333,40,5647,15000,2776,19,18.5066666666667,"L_50_N_3",3,50,0.31666666666667
"2815","15080712440114922018-05-15","101-201",18.8233333333333,40,5647,10000,1281,9,12.81,"L_100_N_1",1,100,6.01333333333334
"2816","15080712440114922018-05-15","101-201",18.8233333333333,40,5647,20000,4366,31,21.83,"L_100_N_2",2,100,-3.00666666666666
"2817","15080712440114922018-05-15","101-201",18.8233333333333,40,5647,30000,5647,40,18.8233333333333,"NWERN Base",3,100,0
"2818","15080712440114922018-05-15","20-25",1.51666666666667,21,455,2500,81,4,3.24,"L_25_N_1",1,25,-1.72333333333333
"2819","15080712440114922018-05-15","20-25",1.51666666666667,21,455,5000,68,3,1.36,"L_25_N_2",2,25,0.156666666666667
"2820","15080712440114922018-05-15","20-25",1.51666666666667,21,455,7500,69,3,0.92,"L_25_N_3",3,25,0.596666666666667
"2821","15080712440114922018-05-15","20-25",1.51666666666667,21,455,5000,104,5,2.08,"L_50_N_1",1,50,-0.563333333333333
"2822","15080712440114922018-05-15","20-25",1.51666666666667,21,455,10000,159,7,1.59,"L_50_N_2",2,50,-0.0733333333333335
"2823","15080712440114922018-05-15","20-25",1.51666666666667,21,455,15000,195,9,1.3,"L_50_N_3",3,50,0.216666666666667
"2824","15080712440114922018-05-15","20-25",1.51666666666667,21,455,10000,173,8,1.73,"L_100_N_1",1,100,-0.213333333333333
"2825","15080712440114922018-05-15","20-25",1.51666666666667,21,455,20000,282,13,1.41,"L_100_N_2",2,100,0.106666666666667
"2826","15080712440114922018-05-15","20-25",1.51666666666667,21,455,30000,455,21,1.51666666666667,"NWERN Base",3,100,0
"2827","15080712440114922018-05-15","201-Inf",7.31333333333333,8,2194,2500,0,0,0,"L_25_N_1",1,25,7.31333333333333
"2828","15080712440114922018-05-15","201-Inf",7.31333333333333,8,2194,5000,0,0,0,"L_25_N_2",2,25,7.31333333333333
"2829","15080712440114922018-05-15","201-Inf",7.31333333333333,8,2194,7500,747,3,9.96,"L_25_N_3",3,25,-2.64666666666667
"2830","15080712440114922018-05-15","201-Inf",7.31333333333333,8,2194,5000,0,0,0,"L_50_N_1",1,50,7.31333333333333
"2831","15080712440114922018-05-15","201-Inf",7.31333333333333,8,2194,10000,1115,4,11.15,"L_50_N_2",2,50,-3.83666666666667
"2832","15080712440114922018-05-15","201-Inf",7.31333333333333,8,2194,15000,424,2,2.82666666666667,"L_50_N_3",3,50,4.48666666666667
"2833","15080712440114922018-05-15","201-Inf",7.31333333333333,8,2194,10000,218,1,2.18,"L_100_N_1",1,100,5.13333333333333
"2834","15080712440114922018-05-15","201-Inf",7.31333333333333,8,2194,20000,1976,7,9.88,"L_100_N_2",2,100,-2.56666666666667
"2835","15080712440114922018-05-15","201-Inf",7.31333333333333,8,2194,30000,2194,8,7.31333333333333,"NWERN Base",3,100,0
"2836","15080712440114922018-05-15","25-51",11.7233333333333,97,3517,2500,300,8,12,"L_25_N_1",1,25,-0.276666666666667
"2837","15080712440114922018-05-15","25-51",11.7233333333333,97,3517,5000,414,11,8.28,"L_25_N_2",2,25,3.44333333333333
"2838","15080712440114922018-05-15","25-51",11.7233333333333,97,3517,7500,826,23,11.0133333333333,"L_25_N_3",3,25,0.709999999999999
"2839","15080712440114922018-05-15","25-51",11.7233333333333,97,3517,5000,568,17,11.36,"L_50_N_1",1,50,0.363333333333332
"2840","15080712440114922018-05-15","25-51",11.7233333333333,97,3517,10000,1153,32,11.53,"L_50_N_2",2,50,0.193333333333333
"2841","15080712440114922018-05-15","25-51",11.7233333333333,97,3517,15000,1701,48,11.34,"L_50_N_3",3,50,0.383333333333333
"2842","15080712440114922018-05-15","25-51",11.7233333333333,97,3517,10000,1353,39,13.53,"L_100_N_1",1,100,-1.80666666666667
"2843","15080712440114922018-05-15","25-51",11.7233333333333,97,3517,20000,2164,58,10.82,"L_100_N_2",2,100,0.903333333333332
"2844","15080712440114922018-05-15","25-51",11.7233333333333,97,3517,30000,3517,97,11.7233333333333,"NWERN Base",3,100,0
"2845","15080712440114922018-05-15","51-101",37.7466666666667,157,11324,2500,1199,17,47.96,"L_25_N_1",1,25,-10.2133333333333
"2846","15080712440114922018-05-15","51-101",37.7466666666667,157,11324,5000,2518,35,50.36,"L_25_N_2",2,25,-12.6133333333333
"2847","15080712440114922018-05-15","51-101",37.7466666666667,157,11324,7500,2715,36,36.2,"L_25_N_3",3,25,1.54666666666667
"2848","15080712440114922018-05-15","51-101",37.7466666666667,157,11324,5000,2462,35,49.24,"L_50_N_1",1,50,-11.4933333333333
"2849","15080712440114922018-05-15","51-101",37.7466666666667,157,11324,10000,3511,49,35.11,"L_50_N_2",2,50,2.63666666666667
"2850","15080712440114922018-05-15","51-101",37.7466666666667,157,11324,15000,6438,89,42.92,"L_50_N_3",3,50,-5.17333333333333
"2851","15080712440114922018-05-15","51-101",37.7466666666667,157,11324,10000,4453,62,44.53,"L_100_N_1",1,100,-6.78333333333332
"2852","15080712440114922018-05-15","51-101",37.7466666666667,157,11324,20000,6871,95,34.355,"L_100_N_2",2,100,3.39166666666667
"2853","15080712440114922018-05-15","51-101",37.7466666666667,157,11324,30000,11324,157,37.7466666666667,"NWERN Base",3,100,0
"2854","15080712440114922018-05-15","NoGap",3.57666666666667,84,1073,2500,103,9,4.12,"L_25_N_1",1,25,-0.543333333333333
"2855","15080712440114922018-05-15","NoGap",3.57666666666667,84,1073,5000,144,11,2.88,"L_25_N_2",2,25,0.696666666666667
"2856","15080712440114922018-05-15","NoGap",3.57666666666667,84,1073,7500,151,11,2.01333333333333,"L_25_N_3",3,25,1.56333333333333
"2857","15080712440114922018-05-15","NoGap",3.57666666666667,84,1073,5000,191,15,3.82,"L_50_N_1",1,50,-0.243333333333333
"2858","15080712440114922018-05-15","NoGap",3.57666666666667,84,1073,10000,303,25,3.03,"L_50_N_2",2,50,0.546666666666667
"2859","15080712440114922018-05-15","NoGap",3.57666666666667,84,1073,15000,543,43,3.62,"L_50_N_3",3,50,-0.043333333333333
"2860","15080712440114922018-05-15","NoGap",3.57666666666667,84,1073,10000,443,34,4.43,"L_100_N_1",1,100,-0.853333333333333
"2861","15080712440114922018-05-15","NoGap",3.57666666666667,84,1073,20000,630,50,3.15,"L_100_N_2",2,100,0.426666666666667
"2862","15080712440114922018-05-15","NoGap",3.57666666666667,84,1073,30000,1073,84,3.57666666666667,"NWERN Base",3,100,0
"2863","15080712440114922018-07-10","101-201",2.97,7,891,2500,0,0,0,"L_25_N_1",1,25,2.97
"2864","15080712440114922018-07-10","101-201",2.97,7,891,5000,207,2,4.14,"L_25_N_2",2,25,-1.17
"2865","15080712440114922018-07-10","101-201",2.97,7,891,7500,332,2,4.42666666666667,"L_25_N_3",3,25,-1.45666666666667
"2866","15080712440114922018-07-10","101-201",2.97,7,891,5000,352,3,7.04,"L_50_N_1",1,50,-4.07
"2867","15080712440114922018-07-10","101-201",2.97,7,891,10000,514,4,5.14,"L_50_N_2",2,50,-2.17
"2868","15080712440114922018-07-10","101-201",2.97,7,891,15000,377,3,2.51333333333333,"L_50_N_3",3,50,0.456666666666667
"2869","15080712440114922018-07-10","101-201",2.97,7,891,10000,514,4,5.14,"L_100_N_1",1,100,-2.17
"2870","15080712440114922018-07-10","101-201",2.97,7,891,20000,684,5,3.42,"L_100_N_2",2,100,-0.45
"2871","15080712440114922018-07-10","101-201",2.97,7,891,30000,891,7,2.97,"NWERN Base",3,100,0
"2872","15080712440114922018-07-10","20-25",3.65666666666667,50,1097,2500,156,7,6.24,"L_25_N_1",1,25,-2.58333333333333
"2873","15080712440114922018-07-10","20-25",3.65666666666667,50,1097,5000,173,8,3.46,"L_25_N_2",2,25,0.196666666666666
"2874","15080712440114922018-07-10","20-25",3.65666666666667,50,1097,7500,241,11,3.21333333333333,"L_25_N_3",3,25,0.443333333333333
"2875","15080712440114922018-07-10","20-25",3.65666666666667,50,1097,5000,246,11,4.92,"L_50_N_1",1,50,-1.26333333333333
"2876","15080712440114922018-07-10","20-25",3.65666666666667,50,1097,10000,375,17,3.75,"L_50_N_2",2,50,-0.0933333333333337
"2877","15080712440114922018-07-10","20-25",3.65666666666667,50,1097,15000,457,21,3.04666666666667,"L_50_N_3",3,50,0.61
"2878","15080712440114922018-07-10","20-25",3.65666666666667,50,1097,10000,375,17,3.75,"L_100_N_1",1,100,-0.0933333333333337
"2879","15080712440114922018-07-10","20-25",3.65666666666667,50,1097,20000,729,33,3.645,"L_100_N_2",2,100,0.0116666666666658
"2880","15080712440114922018-07-10","20-25",3.65666666666667,50,1097,30000,1097,50,3.65666666666667,"NWERN Base",3,100,0
"2881","15080712440114922018-07-10","201-Inf",0,0,0,2500,0,0,0,"L_25_N_1",1,25,0
"2882","15080712440114922018-07-10","201-Inf",0,0,0,5000,0,0,0,"L_25_N_2",2,25,0
"2883","15080712440114922018-07-10","201-Inf",0,0,0,7500,0,0,0,"L_25_N_3",3,25,0
"2884","15080712440114922018-07-10","201-Inf",0,0,0,5000,0,0,0,"L_50_N_1",1,50,0
"2885","15080712440114922018-07-10","201-Inf",0,0,0,10000,0,0,0,"L_50_N_2",2,50,0
"2886","15080712440114922018-07-10","201-Inf",0,0,0,15000,0,0,0,"L_50_N_3",3,50,0
"2887","15080712440114922018-07-10","201-Inf",0,0,0,10000,0,0,0,"L_100_N_1",1,100,0
"2888","15080712440114922018-07-10","201-Inf",0,0,0,20000,0,0,0,"L_100_N_2",2,100,0
"2889","15080712440114922018-07-10","201-Inf",0,0,0,30000,0,0,0,"NWERN Base",3,100,0
"2890","15080712440114922018-07-10","25-51",12.94,115,3882,2500,346,11,13.84,"L_25_N_1",1,25,-0.9
"2891","15080712440114922018-07-10","25-51",12.94,115,3882,5000,523,16,10.46,"L_25_N_2",2,25,2.48
"2892","15080712440114922018-07-10","25-51",12.94,115,3882,7500,794,24,10.5866666666667,"L_25_N_3",3,25,2.35333333333333
"2893","15080712440114922018-07-10","25-51",12.94,115,3882,5000,699,22,13.98,"L_50_N_1",1,50,-1.04
"2894","15080712440114922018-07-10","25-51",12.94,115,3882,10000,1435,43,14.35,"L_50_N_2",2,50,-1.41
"2895","15080712440114922018-07-10","25-51",12.94,115,3882,15000,1710,51,11.4,"L_50_N_3",3,50,1.54
"2896","15080712440114922018-07-10","25-51",12.94,115,3882,10000,1435,43,14.35,"L_100_N_1",1,100,-1.41
"2897","15080712440114922018-07-10","25-51",12.94,115,3882,20000,2597,77,12.985,"L_100_N_2",2,100,-0.0449999999999999
"2898","15080712440114922018-07-10","25-51",12.94,115,3882,30000,3882,115,12.94,"NWERN Base",3,100,0
"2899","15080712440114922018-07-10","51-101",8.96333333333333,41,2689,2500,414,6,16.56,"L_25_N_1",1,25,-7.59666666666667
"2900","15080712440114922018-07-10","51-101",8.96333333333333,41,2689,5000,578,9,11.56,"L_25_N_2",2,25,-2.59666666666667
"2901","15080712440114922018-07-10","51-101",8.96333333333333,41,2689,7500,785,11,10.4666666666667,"L_25_N_3",3,25,-1.50333333333333
"2902","15080712440114922018-07-10","51-101",8.96333333333333,41,2689,5000,724,11,14.48,"L_50_N_1",1,50,-5.51666666666667
"2903","15080712440114922018-07-10","51-101",8.96333333333333,41,2689,10000,1115,17,11.15,"L_50_N_2",2,50,-2.18666666666667
"2904","15080712440114922018-07-10","51-101",8.96333333333333,41,2689,15000,1098,17,7.32,"L_50_N_3",3,50,1.64333333333333
"2905","15080712440114922018-07-10","51-101",8.96333333333333,41,2689,10000,1115,17,11.15,"L_100_N_1",1,100,-2.18666666666667
"2906","15080712440114922018-07-10","51-101",8.96333333333333,41,2689,20000,1863,28,9.315,"L_100_N_2",2,100,-0.351666666666667
"2907","15080712440114922018-07-10","51-101",8.96333333333333,41,2689,30000,2689,41,8.96333333333333,"NWERN Base",3,100,0
"2908","15080712440114922018-07-10","NoGap",9.98,243,2994,2500,293,22,11.72,"L_25_N_1",1,25,-1.74
"2909","15080712440114922018-07-10","NoGap",9.98,243,2994,5000,325,25,6.5,"L_25_N_2",2,25,3.48
"2910","15080712440114922018-07-10","NoGap",9.98,243,2994,7500,628,51,8.37333333333333,"L_25_N_3",3,25,1.60666666666667
"2911","15080712440114922018-07-10","NoGap",9.98,243,2994,5000,472,38,9.44,"L_50_N_1",1,50,0.540000000000001
"2912","15080712440114922018-07-10","NoGap",9.98,243,2994,10000,885,72,8.85,"L_50_N_2",2,50,1.13
"2913","15080712440114922018-07-10","NoGap",9.98,243,2994,15000,1375,113,9.16666666666667,"L_50_N_3",3,50,0.813333333333334
"2914","15080712440114922018-07-10","NoGap",9.98,243,2994,10000,885,72,8.85,"L_100_N_1",1,100,1.13
"2915","15080712440114922018-07-10","NoGap",9.98,243,2994,20000,2053,166,10.265,"L_100_N_2",2,100,-0.285
"2916","15080712440114922018-07-10","NoGap",9.98,243,2994,30000,2994,243,9.98,"NWERN Base",3,100,0
"2917","15080712440114922018-10-25","101-201",13.62,27,4086,2500,453,3,18.12,"L_25_N_1",1,25,-4.5
"2918","15080712440114922018-10-25","101-201",13.62,27,4086,5000,656,4,13.12,"L_25_N_2",2,25,0.499999999999998
"2919","15080712440114922018-10-25","101-201",13.62,27,4086,7500,1235,7,16.4666666666667,"L_25_N_3",3,25,-2.84666666666667
"2920","15080712440114922018-10-25","101-201",13.62,27,4086,5000,371,2,7.42,"L_50_N_1",1,50,6.2
"2921","15080712440114922018-10-25","101-201",13.62,27,4086,10000,1563,11,15.63,"L_50_N_2",2,50,-2.01
"2922","15080712440114922018-10-25","101-201",13.62,27,4086,15000,1026,7,6.84,"L_50_N_3",3,50,6.78
"2923","15080712440114922018-10-25","101-201",13.62,27,4086,10000,800,5,8,"L_100_N_1",1,100,5.62
"2924","15080712440114922018-10-25","101-201",13.62,27,4086,20000,2160,15,10.8,"L_100_N_2",2,100,2.82
"2925","15080712440114922018-10-25","101-201",13.62,27,4086,30000,4086,27,13.62,"NWERN Base",3,100,0
"2926","15080712440114922018-10-25","20-25",0.213333333333333,3,64,2500,0,0,0,"L_25_N_1",1,25,0.213333333333333
"2927","15080712440114922018-10-25","20-25",0.213333333333333,3,64,5000,22,1,0.44,"L_25_N_2",2,25,-0.226666666666667
"2928","15080712440114922018-10-25","20-25",0.213333333333333,3,64,7500,42,2,0.56,"L_25_N_3",3,25,-0.346666666666667
"2929","15080712440114922018-10-25","20-25",0.213333333333333,3,64,5000,22,1,0.44,"L_50_N_1",1,50,-0.226666666666667
"2930","15080712440114922018-10-25","20-25",0.213333333333333,3,64,10000,0,0,0,"L_50_N_2",2,50,0.213333333333333
"2931","15080712440114922018-10-25","20-25",0.213333333333333,3,64,15000,44,2,0.293333333333333,"L_50_N_3",3,50,-0.08
"2932","15080712440114922018-10-25","20-25",0.213333333333333,3,64,10000,22,1,0.22,"L_100_N_1",1,100,-0.00666666666666665
"2933","15080712440114922018-10-25","20-25",0.213333333333333,3,64,20000,44,2,0.22,"L_100_N_2",2,100,-0.00666666666666665
"2934","15080712440114922018-10-25","20-25",0.213333333333333,3,64,30000,64,3,0.213333333333333,"NWERN Base",3,100,0
"2935","15080712440114922018-10-25","201-Inf",72.1833333333333,38,21655,2500,1625,2,65,"L_25_N_1",1,25,7.18333333333334
"2936","15080712440114922018-10-25","201-Inf",72.1833333333333,38,21655,5000,2819,5,56.38,"L_25_N_2",2,25,15.8033333333333
"2937","15080712440114922018-10-25","201-Inf",72.1833333333333,38,21655,7500,4504,7,60.0533333333333,"L_25_N_3",3,25,12.13
"2938","15080712440114922018-10-25","201-Inf",72.1833333333333,38,21655,5000,3639,7,72.78,"L_50_N_1",1,50,-0.596666666666664
"2939","15080712440114922018-10-25","201-Inf",72.1833333333333,38,21655,10000,7411,11,74.11,"L_50_N_2",2,50,-1.92666666666666
