"","PrimaryKey","gap_class","nwern_percent","nwern_n","nwern_length","total_line_length","length","n","percent","group","n_lines","line_length","percent_difference"
"1506","15052012001494532016-10-21","NoGap",3.49333333333333,84,1048,7500,247,20,3.29333333333333,"L_25_N_3",3,25,0.2
"1507","15052012001494532016-10-21","NoGap",3.49333333333333,84,1048,5000,73,8,1.46,"L_50_N_1",1,50,2.03333333333333
"1508","15052012001494532016-10-21","NoGap",3.49333333333333,84,1048,10000,284,25,2.84,"L_50_N_2",2,50,0.653333333333333
"1509","15052012001494532016-10-21","NoGap",3.49333333333333,84,1048,15000,351,28,2.34,"L_50_N_3",3,50,1.15333333333333
"1510","15052012001494532016-10-21","NoGap",3.49333333333333,84,1048,10000,453,37,4.53,"L_100_N_1",1,100,-1.03666666666667
"1511","15052012001494532016-10-21","NoGap",3.49333333333333,84,1048,20000,595,47,2.975,"L_100_N_2",2,100,0.518333333333334
"1512","15052012001494532016-10-21","NoGap",3.49333333333333,84,1048,30000,1048,84,3.49333333333333,"NWERN Base",3,100,0
"1513","15052012001494532017-03-27","101-201",25.5133333333333,55,7654,2500,408,3,16.32,"L_25_N_1",1,25,9.19333333333333
"1514","15052012001494532017-03-27","101-201",25.5133333333333,55,7654,5000,1503,10,30.06,"L_25_N_2",2,25,-4.54666666666667
"1515","15052012001494532017-03-27","101-201",25.5133333333333,55,7654,7500,2012,14,26.8266666666667,"L_25_N_3",3,25,-1.31333333333333
"1516","15052012001494532017-03-27","101-201",25.5133333333333,55,7654,5000,727,6,14.54,"L_50_N_1",1,50,10.9733333333333
"1517","15052012001494532017-03-27","101-201",25.5133333333333,55,7654,10000,1579,12,15.79,"L_50_N_2",2,50,9.72333333333333
"1518","15052012001494532017-03-27","101-201",25.5133333333333,55,7654,15000,3253,23,21.6866666666667,"L_50_N_3",3,50,3.82666666666666
"1519","15052012001494532017-03-27","101-201",25.5133333333333,55,7654,10000,1579,12,15.79,"L_100_N_1",1,100,9.72333333333333
"1520","15052012001494532017-03-27","101-201",25.5133333333333,55,7654,20000,4667,35,23.335,"L_100_N_2",2,100,2.17833333333333
"1521","15052012001494532017-03-27","101-201",25.5133333333333,55,7654,30000,7654,55,25.5133333333333,"NWERN Base",3,100,0
"1522","15052012001494532017-03-27","20-25",1.36333333333333,19,409,2500,64,3,2.56,"L_25_N_1",1,25,-1.19666666666667
"1523","15052012001494532017-03-27","20-25",1.36333333333333,19,409,5000,0,0,0,"L_25_N_2",2,25,1.36333333333333
"1524","15052012001494532017-03-27","20-25",1.36333333333333,19,409,7500,65,3,0.866666666666667,"L_25_N_3",3,25,0.496666666666667
"1525","15052012001494532017-03-27","20-25",1.36333333333333,19,409,5000,86,4,1.72,"L_50_N_1",1,50,-0.356666666666666
"1526","15052012001494532017-03-27","20-25",1.36333333333333,19,409,10000,130,6,1.3,"L_50_N_2",2,50,0.0633333333333335
"1527","15052012001494532017-03-27","20-25",1.36333333333333,19,409,15000,130,6,0.866666666666667,"L_50_N_3",3,50,0.496666666666667
"1528","15052012001494532017-03-27","20-25",1.36333333333333,19,409,10000,130,6,1.3,"L_100_N_1",1,100,0.0633333333333335
"1529","15052012001494532017-03-27","20-25",1.36333333333333,19,409,20000,280,13,1.4,"L_100_N_2",2,100,-0.0366666666666666
"1530","15052012001494532017-03-27","20-25",1.36333333333333,19,409,30000,409,19,1.36333333333333,"NWERN Base",3,100,0
"1531","15052012001494532017-03-27","201-Inf",28.7533333333333,31,8626,2500,753,3,30.12,"L_25_N_1",1,25,-1.36666666666667
"1532","15052012001494532017-03-27","201-Inf",28.7533333333333,31,8626,5000,2024,6,40.48,"L_25_N_2",2,25,-11.7266666666667
"1533","15052012001494532017-03-27","201-Inf",28.7533333333333,31,8626,7500,2660,8,35.4666666666667,"L_25_N_3",3,25,-6.71333333333334
"1534","15052012001494532017-03-27","201-Inf",28.7533333333333,31,8626,5000,1538,6,30.76,"L_50_N_1",1,50,-2.00666666666667
"1535","15052012001494532017-03-27","201-Inf",28.7533333333333,31,8626,10000,3204,12,32.04,"L_50_N_2",2,50,-3.28666666666667
"1536","15052012001494532017-03-27","201-Inf",28.7533333333333,31,8626,15000,5039,18,33.5933333333333,"L_50_N_3",3,50,-4.84
"1537","15052012001494532017-03-27","201-Inf",28.7533333333333,31,8626,10000,3204,12,32.04,"L_100_N_1",1,100,-3.28666666666667
"1538","15052012001494532017-03-27","201-Inf",28.7533333333333,31,8626,20000,5834,21,29.17,"L_100_N_2",2,100,-0.416666666666671
"1539","15052012001494532017-03-27","201-Inf",28.7533333333333,31,8626,30000,8626,31,28.7533333333333,"NWERN Base",3,100,0
"1540","15052012001494532017-03-27","25-51",6.73,58,2019,2500,165,5,6.6,"L_25_N_1",1,25,0.129999999999999
"1541","15052012001494532017-03-27","25-51",6.73,58,2019,5000,260,8,5.2,"L_25_N_2",2,25,1.53
"1542","15052012001494532017-03-27","25-51",6.73,58,2019,7500,337,10,4.49333333333333,"L_25_N_3",3,25,2.23666666666667
"1543","15052012001494532017-03-27","25-51",6.73,58,2019,5000,381,11,7.62,"L_50_N_1",1,50,-0.890000000000001
"1544","15052012001494532017-03-27","25-51",6.73,58,2019,10000,825,24,8.25,"L_50_N_2",2,50,-1.52
"1545","15052012001494532017-03-27","25-51",6.73,58,2019,15000,1007,30,6.71333333333333,"L_50_N_3",3,50,0.0166666666666657
"1546","15052012001494532017-03-27","25-51",6.73,58,2019,10000,825,24,8.25,"L_100_N_1",1,100,-1.52
"1547","15052012001494532017-03-27","25-51",6.73,58,2019,20000,1283,37,6.415,"L_100_N_2",2,100,0.315
"1548","15052012001494532017-03-27","25-51",6.73,58,2019,30000,2019,58,6.73,"NWERN Base",3,100,0
"1549","15052012001494532017-03-27","51-101",16.0233333333333,68,4807,2500,334,5,13.36,"L_25_N_1",1,25,2.66333333333333
"1550","15052012001494532017-03-27","51-101",16.0233333333333,68,4807,5000,382,5,7.64,"L_25_N_2",2,25,8.38333333333333
"1551","15052012001494532017-03-27","51-101",16.0233333333333,68,4807,7500,1023,14,13.64,"L_25_N_3",3,25,2.38333333333333
"1552","15052012001494532017-03-27","51-101",16.0233333333333,68,4807,5000,876,13,17.52,"L_50_N_1",1,50,-1.49666666666667
"1553","15052012001494532017-03-27","51-101",16.0233333333333,68,4807,10000,1854,27,18.54,"L_50_N_2",2,50,-2.51666666666667
"1554","15052012001494532017-03-27","51-101",16.0233333333333,68,4807,15000,2321,33,15.4733333333333,"L_50_N_3",3,50,0.550000000000001
"1555","15052012001494532017-03-27","51-101",16.0233333333333,68,4807,10000,1854,27,18.54,"L_100_N_1",1,100,-2.51666666666667
"1556","15052012001494532017-03-27","51-101",16.0233333333333,68,4807,20000,3470,50,17.35,"L_100_N_2",2,100,-1.32666666666666
"1557","15052012001494532017-03-27","51-101",16.0233333333333,68,4807,30000,4807,68,16.0233333333333,"NWERN Base",3,100,0
"1558","15052012001494532017-03-27","NoGap",3.85333333333333,100,1156,2500,162,14,6.48,"L_25_N_1",1,25,-2.62666666666667
"1559","15052012001494532017-03-27","NoGap",3.85333333333333,100,1156,5000,135,11,2.7,"L_25_N_2",2,25,1.15333333333333
"1560","15052012001494532017-03-27","NoGap",3.85333333333333,100,1156,7500,166,15,2.21333333333333,"L_25_N_3",3,25,1.64
"1561","15052012001494532017-03-27","NoGap",3.85333333333333,100,1156,5000,282,25,5.64,"L_50_N_1",1,50,-1.78666666666667
"1562","15052012001494532017-03-27","NoGap",3.85333333333333,100,1156,10000,477,41,4.77,"L_50_N_2",2,50,-0.916666666666666
"1563","15052012001494532017-03-27","NoGap",3.85333333333333,100,1156,15000,629,52,4.19333333333333,"L_50_N_3",3,50,-0.34
"1564","15052012001494532017-03-27","NoGap",3.85333333333333,100,1156,10000,477,41,4.77,"L_100_N_1",1,100,-0.916666666666666
"1565","15052012001494532017-03-27","NoGap",3.85333333333333,100,1156,20000,784,69,3.92,"L_100_N_2",2,100,-0.0666666666666664
"1566","15052012001494532017-03-27","NoGap",3.85333333333333,100,1156,30000,1156,100,3.85333333333333,"NWERN Base",3,100,0
"1567","15052012001494532017-08-09","101-201",28.79,61,8637,2500,748,5,29.92,"L_25_N_1",1,25,-1.13
"1568","15052012001494532017-08-09","101-201",28.79,61,8637,5000,1076,7,21.52,"L_25_N_2",2,25,7.27
"1569","15052012001494532017-08-09","101-201",28.79,61,8637,7500,2267,15,30.2266666666667,"L_25_N_3",3,25,-1.43666666666667
"1570","15052012001494532017-08-09","101-201",28.79,61,8637,5000,1719,12,34.38,"L_50_N_1",1,50,-5.59
"1571","15052012001494532017-08-09","101-201",28.79,61,8637,10000,2378,18,23.78,"L_50_N_2",2,50,5.01
"1572","15052012001494532017-08-09","101-201",28.79,61,8637,15000,3525,25,23.5,"L_50_N_3",3,50,5.29
"1573","15052012001494532017-08-09","101-201",28.79,61,8637,10000,2015,15,20.15,"L_100_N_1",1,100,8.64
"1574","15052012001494532017-08-09","101-201",28.79,61,8637,20000,6622,46,33.11,"L_100_N_2",2,100,-4.32
"1575","15052012001494532017-08-09","101-201",28.79,61,8637,30000,8637,61,28.79,"NWERN Base",3,100,0
"1576","15052012001494532017-08-09","20-25",1.23666666666667,17,371,2500,0,0,0,"L_25_N_1",1,25,1.23666666666667
"1577","15052012001494532017-08-09","20-25",1.23666666666667,17,371,5000,61,3,1.22,"L_25_N_2",2,25,0.0166666666666666
"1578","15052012001494532017-08-09","20-25",1.23666666666667,17,371,7500,43,2,0.573333333333333,"L_25_N_3",3,25,0.663333333333333
"1579","15052012001494532017-08-09","20-25",1.23666666666667,17,371,5000,0,0,0,"L_50_N_1",1,50,1.23666666666667
"1580","15052012001494532017-08-09","20-25",1.23666666666667,17,371,10000,179,8,1.79,"L_50_N_2",2,50,-0.553333333333333
"1581","15052012001494532017-08-09","20-25",1.23666666666667,17,371,15000,173,8,1.15333333333333,"L_50_N_3",3,50,0.0833333333333333
"1582","15052012001494532017-08-09","20-25",1.23666666666667,17,371,10000,195,9,1.95,"L_100_N_1",1,100,-0.713333333333333
"1583","15052012001494532017-08-09","20-25",1.23666666666667,17,371,20000,176,8,0.88,"L_100_N_2",2,100,0.356666666666667
"1584","15052012001494532017-08-09","20-25",1.23666666666667,17,371,30000,371,17,1.23666666666667,"NWERN Base",3,100,0
"1585","15052012001494532017-08-09","201-Inf",27.15,27,8145,2500,972,3,38.88,"L_25_N_1",1,25,-11.73
"1586","15052012001494532017-08-09","201-Inf",27.15,27,8145,5000,1662,6,33.24,"L_25_N_2",2,25,-6.08999999999999
"1587","15052012001494532017-08-09","201-Inf",27.15,27,8145,7500,2506,8,33.4133333333333,"L_25_N_3",3,25,-6.26333333333333
"1588","15052012001494532017-08-09","201-Inf",27.15,27,8145,5000,1800,5,36,"L_50_N_1",1,50,-8.85
"1589","15052012001494532017-08-09","201-Inf",27.15,27,8145,10000,2321,8,23.21,"L_50_N_2",2,50,3.94
"1590","15052012001494532017-08-09","201-Inf",27.15,27,8145,15000,5022,17,33.48,"L_50_N_3",3,50,-6.32999999999999
"1591","15052012001494532017-08-09","201-Inf",27.15,27,8145,10000,3186,11,31.86,"L_100_N_1",1,100,-4.71
"1592","15052012001494532017-08-09","201-Inf",27.15,27,8145,20000,4959,16,24.795,"L_100_N_2",2,100,2.355
"1593","15052012001494532017-08-09","201-Inf",27.15,27,8145,30000,8145,27,27.15,"NWERN Base",3,100,0
"1594","15052012001494532017-08-09","25-51",7.11,57,2133,2500,117,3,4.68,"L_25_N_1",1,25,2.43
"1595","15052012001494532017-08-09","25-51",7.11,57,2133,5000,528,14,10.56,"L_25_N_2",2,25,-3.45
"1596","15052012001494532017-08-09","25-51",7.11,57,2133,7500,550,15,7.33333333333333,"L_25_N_3",3,25,-0.223333333333334
"1597","15052012001494532017-08-09","25-51",7.11,57,2133,5000,222,5,4.44,"L_50_N_1",1,50,2.67
"1598","15052012001494532017-08-09","25-51",7.11,57,2133,10000,841,24,8.41,"L_50_N_2",2,50,-1.3
"1599","15052012001494532017-08-09","25-51",7.11,57,2133,15000,934,24,6.22666666666667,"L_50_N_3",3,50,0.883333333333333
"1600","15052012001494532017-08-09","25-51",7.11,57,2133,10000,780,21,7.8,"L_100_N_1",1,100,-0.69
"1601","15052012001494532017-08-09","25-51",7.11,57,2133,20000,1353,36,6.765,"L_100_N_2",2,100,0.344999999999999
"1602","15052012001494532017-08-09","25-51",7.11,57,2133,30000,2133,57,7.11,"NWERN Base",3,100,0
"1603","15052012001494532017-08-09","51-101",13.7533333333333,57,4126,2500,212,3,8.48,"L_25_N_1",1,25,5.27333333333333
"1604","15052012001494532017-08-09","51-101",13.7533333333333,57,4126,5000,707,9,14.14,"L_25_N_2",2,25,-0.386666666666667
"1605","15052012001494532017-08-09","51-101",13.7533333333333,57,4126,7500,609,9,8.12,"L_25_N_3",3,25,5.63333333333333
"1606","15052012001494532017-08-09","51-101",13.7533333333333,57,4126,5000,396,6,7.92,"L_50_N_1",1,50,5.83333333333333
"1607","15052012001494532017-08-09","51-101",13.7533333333333,57,4126,10000,1463,20,14.63,"L_50_N_2",2,50,-0.876666666666667
"1608","15052012001494532017-08-09","51-101",13.7533333333333,57,4126,15000,2117,29,14.1133333333333,"L_50_N_3",3,50,-0.359999999999999
"1609","15052012001494532017-08-09","51-101",13.7533333333333,57,4126,10000,1263,18,12.63,"L_100_N_1",1,100,1.12333333333333
"1610","15052012001494532017-08-09","51-101",13.7533333333333,57,4126,20000,2863,39,14.315,"L_100_N_2",2,100,-0.561666666666666
"1611","15052012001494532017-08-09","51-101",13.7533333333333,57,4126,30000,4126,57,13.7533333333333,"NWERN Base",3,100,0
"1612","15052012001494532017-08-09","NoGap",2.60333333333333,64,781,2500,57,5,2.28,"L_25_N_1",1,25,0.323333333333333
"1613","15052012001494532017-08-09","NoGap",2.60333333333333,64,781,5000,98,9,1.96,"L_25_N_2",2,25,0.643333333333333
"1614","15052012001494532017-08-09","NoGap",2.60333333333333,64,781,7500,161,14,2.14666666666667,"L_25_N_3",3,25,0.456666666666667
"1615","15052012001494532017-08-09","NoGap",2.60333333333333,64,781,5000,119,9,2.38,"L_50_N_1",1,50,0.223333333333333
"1616","15052012001494532017-08-09","NoGap",2.60333333333333,64,781,10000,264,22,2.64,"L_50_N_2",2,50,-0.0366666666666671
"1617","15052012001494532017-08-09","NoGap",2.60333333333333,64,781,15000,357,29,2.38,"L_50_N_3",3,50,0.223333333333333
"1618","15052012001494532017-08-09","NoGap",2.60333333333333,64,781,10000,348,28,3.48,"L_100_N_1",1,100,-0.876666666666666
"1619","15052012001494532017-08-09","NoGap",2.60333333333333,64,781,20000,433,36,2.165,"L_100_N_2",2,100,0.438333333333333
"1620","15052012001494532017-08-09","NoGap",2.60333333333333,64,781,30000,781,64,2.60333333333333,"NWERN Base",3,100,0
"1621","15052012001494532017-11-15","101-201",23.5333333333333,50,7060,2500,222,2,8.88,"L_25_N_1",1,25,14.6533333333333
"1622","15052012001494532017-11-15","101-201",23.5333333333333,50,7060,5000,1048,7,20.96,"L_25_N_2",2,25,2.57333333333333
"1623","15052012001494532017-11-15","101-201",23.5333333333333,50,7060,7500,1242,9,16.56,"L_25_N_3",3,25,6.97333333333334
"1624","15052012001494532017-11-15","101-201",23.5333333333333,50,7060,5000,649,5,12.98,"L_50_N_1",1,50,10.5533333333333
"1625","15052012001494532017-11-15","101-201",23.5333333333333,50,7060,10000,2985,21,29.85,"L_50_N_2",2,50,-6.31666666666666
"1626","15052012001494532017-11-15","101-201",23.5333333333333,50,7060,15000,3995,28,26.6333333333333,"L_50_N_3",3,50,-3.1
"1627","15052012001494532017-11-15","101-201",23.5333333333333,50,7060,10000,2119,15,21.19,"L_100_N_1",1,100,2.34333333333333
"1628","15052012001494532017-11-15","101-201",23.5333333333333,50,7060,20000,4051,29,20.255,"L_100_N_2",2,100,3.27833333333333
"1629","15052012001494532017-11-15","101-201",23.5333333333333,50,7060,30000,7060,50,23.5333333333333,"NWERN Base",3,100,0
"1630","15052012001494532017-11-15","20-25",1.38333333333333,19,415,2500,66,3,2.64,"L_25_N_1",1,25,-1.25666666666667
"1631","15052012001494532017-11-15","20-25",1.38333333333333,19,415,5000,45,2,0.9,"L_25_N_2",2,25,0.483333333333333
"1632","15052012001494532017-11-15","20-25",1.38333333333333,19,415,7500,109,5,1.45333333333333,"L_25_N_3",3,25,-0.0700000000000001
"1633","15052012001494532017-11-15","20-25",1.38333333333333,19,415,5000,110,5,2.2,"L_50_N_1",1,50,-0.816666666666666
"1634","15052012001494532017-11-15","20-25",1.38333333333333,19,415,10000,111,5,1.11,"L_50_N_2",2,50,0.273333333333333
"1635","15052012001494532017-11-15","20-25",1.38333333333333,19,415,15000,111,5,0.74,"L_50_N_3",3,50,0.643333333333333
"1636","15052012001494532017-11-15","20-25",1.38333333333333,19,415,10000,130,6,1.3,"L_100_N_1",1,100,0.0833333333333333
"1637","15052012001494532017-11-15","20-25",1.38333333333333,19,415,20000,194,9,0.97,"L_100_N_2",2,100,0.413333333333333
"1638","15052012001494532017-11-15","20-25",1.38333333333333,19,415,30000,415,19,1.38333333333333,"NWERN Base",3,100,0
"1639","15052012001494532017-11-15","201-Inf",25.9033333333333,24,7771,2500,767,3,30.68,"L_25_N_1",1,25,-4.77666666666667
"1640","15052012001494532017-11-15","201-Inf",25.9033333333333,24,7771,5000,1419,3,28.38,"L_25_N_2",2,25,-2.47666666666667
"1641","15052012001494532017-11-15","201-Inf",25.9033333333333,24,7771,7500,2707,8,36.0933333333333,"L_25_N_3",3,25,-10.19
"1642","15052012001494532017-11-15","201-Inf",25.9033333333333,24,7771,5000,1292,5,25.84,"L_50_N_1",1,50,0.063333333333329
"1643","15052012001494532017-11-15","201-Inf",25.9033333333333,24,7771,10000,1709,4,17.09,"L_50_N_2",2,50,8.81333333333333
"1644","15052012001494532017-11-15","201-Inf",25.9033333333333,24,7771,15000,3580,9,23.8666666666667,"L_50_N_3",3,50,2.03666666666667
"1645","15052012001494532017-11-15","201-Inf",25.9033333333333,24,7771,10000,2502,8,25.02,"L_100_N_1",1,100,0.883333333333336
"1646","15052012001494532017-11-15","201-Inf",25.9033333333333,24,7771,20000,5926,18,29.63,"L_100_N_2",2,100,-3.72666666666667
"1647","15052012001494532017-11-15","201-Inf",25.9033333333333,24,7771,30000,7771,24,25.9033333333333,"NWERN Base",3,100,0
"1648","15052012001494532017-11-15","25-51",8.57666666666667,72,2573,2500,236,6,9.44,"L_25_N_1",1,25,-0.863333333333332
"1649","15052012001494532017-11-15","25-51",8.57666666666667,72,2573,5000,333,10,6.66,"L_25_N_2",2,25,1.91666666666667
"1650","15052012001494532017-11-15","25-51",8.57666666666667,72,2573,7500,736,19,9.81333333333333,"L_25_N_3",3,25,-1.23666666666667
"1651","15052012001494532017-11-15","25-51",8.57666666666667,72,2573,5000,429,12,8.58,"L_50_N_1",1,50,-0.00333333333333208
"1652","15052012001494532017-11-15","25-51",8.57666666666667,72,2573,10000,1050,29,10.5,"L_50_N_2",2,50,-1.92333333333333
"1653","15052012001494532017-11-15","25-51",8.57666666666667,72,2573,15000,1347,38,8.98,"L_50_N_3",3,50,-0.403333333333332
"1654","15052012001494532017-11-15","25-51",8.57666666666667,72,2573,10000,1018,28,10.18,"L_100_N_1",1,100,-1.60333333333333
"1655","15052012001494532017-11-15","25-51",8.57666666666667,72,2573,20000,1787,50,8.935,"L_100_N_2",2,100,-0.358333333333333
"1656","15052012001494532017-11-15","25-51",8.57666666666667,72,2573,30000,2573,72,8.57666666666667,"NWERN Base",3,100,0
"1657","15052012001494532017-11-15","51-101",16.0166666666667,65,4805,2500,354,5,14.16,"L_25_N_1",1,25,1.85666666666667
"1658","15052012001494532017-11-15","51-101",16.0166666666667,65,4805,5000,939,12,18.78,"L_25_N_2",2,25,-2.76333333333333
"1659","15052012001494532017-11-15","51-101",16.0166666666667,65,4805,7500,784,11,10.4533333333333,"L_25_N_3",3,25,5.56333333333334
"1660","15052012001494532017-11-15","51-101",16.0166666666667,65,4805,5000,747,10,14.94,"L_50_N_1",1,50,1.07666666666667
"1661","15052012001494532017-11-15","51-101",16.0166666666667,65,4805,10000,1517,20,15.17,"L_50_N_2",2,50,0.846666666666669
"1662","15052012001494532017-11-15","51-101",16.0166666666667,65,4805,15000,2491,33,16.6066666666667,"L_50_N_3",3,50,-0.589999999999996
"1663","15052012001494532017-11-15","51-101",16.0166666666667,65,4805,10000,1322,18,13.22,"L_100_N_1",1,100,2.79666666666667
"1664","15052012001494532017-11-15","51-101",16.0166666666667,65,4805,20000,3055,42,15.275,"L_100_N_2",2,100,0.741666666666669
"1665","15052012001494532017-11-15","51-101",16.0166666666667,65,4805,30000,4805,65,16.0166666666667,"NWERN Base",3,100,0
"1666","15052012001494532017-11-15","NoGap",2.48333333333333,54,745,2500,83,6,3.32,"L_25_N_1",1,25,-0.836666666666666
"1667","15052012001494532017-11-15","NoGap",2.48333333333333,54,745,5000,150,11,3,"L_25_N_2",2,25,-0.516666666666667
"1668","15052012001494532017-11-15","NoGap",2.48333333333333,54,745,7500,182,13,2.42666666666667,"L_25_N_3",3,25,0.0566666666666666
"1669","15052012001494532017-11-15","NoGap",2.48333333333333,54,745,5000,153,11,3.06,"L_50_N_1",1,50,-0.576666666666667
"1670","15052012001494532017-11-15","NoGap",2.48333333333333,54,745,10000,303,23,3.03,"L_50_N_2",2,50,-0.546666666666667
"1671","15052012001494532017-11-15","NoGap",2.48333333333333,54,745,15000,328,25,2.18666666666667,"L_50_N_3",3,50,0.296666666666667
"1672","15052012001494532017-11-15","NoGap",2.48333333333333,54,745,10000,300,22,3,"L_100_N_1",1,100,-0.516666666666667
"1673","15052012001494532017-11-15","NoGap",2.48333333333333,54,745,20000,515,37,2.575,"L_100_N_2",2,100,-0.0916666666666663
"1674","15052012001494532017-11-15","NoGap",2.48333333333333,54,745,30000,745,54,2.48333333333333,"NWERN Base",3,100,0
"1675","15052012001494532018-03-12","101-201",21.4466666666667,47,6434,2500,0,0,0,"L_25_N_1",1,25,21.4466666666667
"1676","15052012001494532018-03-12","101-201",21.4466666666667,47,6434,5000,441,3,8.82,"L_25_N_2",2,25,12.6266666666667
"1677","15052012001494532018-03-12","101-201",21.4466666666667,47,6434,7500,1792,13,23.8933333333333,"L_25_N_3",3,25,-2.44666666666667
"1678","15052012001494532018-03-12","101-201",21.4466666666667,47,6434,5000,320,2,6.4,"L_50_N_1",1,50,15.0466666666667
"1679","15052012001494532018-03-12","101-201",21.4466666666667,47,6434,10000,1944,14,19.44,"L_50_N_2",2,50,2.00666666666667
"1680","15052012001494532018-03-12","101-201",21.4466666666667,47,6434,15000,3873,28,25.82,"L_50_N_3",3,50,-4.37333333333333
"1681","15052012001494532018-03-12","101-201",21.4466666666667,47,6434,10000,3070,23,30.7,"L_100_N_1",1,100,-9.25333333333333
"1682","15052012001494532018-03-12","101-201",21.4466666666667,47,6434,20000,4801,36,24.005,"L_100_N_2",2,100,-2.55833333333334
"1683","15052012001494532018-03-12","101-201",21.4466666666667,47,6434,30000,6434,47,21.4466666666667,"NWERN Base",3,100,0
"1684","15052012001494532018-03-12","20-25",1.52666666666667,21,458,2500,82,4,3.28,"L_25_N_1",1,25,-1.75333333333333
"1685","15052012001494532018-03-12","20-25",1.52666666666667,21,458,5000,122,6,2.44,"L_25_N_2",2,25,-0.913333333333333
"1686","15052012001494532018-03-12","20-25",1.52666666666667,21,458,7500,83,4,1.10666666666667,"L_25_N_3",3,25,0.42
"1687","15052012001494532018-03-12","20-25",1.52666666666667,21,458,5000,124,6,2.48,"L_50_N_1",1,50,-0.953333333333333
"1688","15052012001494532018-03-12","20-25",1.52666666666667,21,458,10000,195,9,1.95,"L_50_N_2",2,50,-0.423333333333333
"1689","15052012001494532018-03-12","20-25",1.52666666666667,21,458,15000,199,9,1.32666666666667,"L_50_N_3",3,50,0.2
"1690","15052012001494532018-03-12","20-25",1.52666666666667,21,458,10000,138,6,1.38,"L_100_N_1",1,100,0.146666666666667
"1691","15052012001494532018-03-12","20-25",1.52666666666667,21,458,20000,313,14,1.565,"L_100_N_2",2,100,-0.0383333333333336
"1692","15052012001494532018-03-12","20-25",1.52666666666667,21,458,30000,458,21,1.52666666666667,"NWERN Base",3,100,0
"1693","15052012001494532018-03-12","201-Inf",29.7066666666667,28,8912,2500,989,4,39.56,"L_25_N_1",1,25,-9.85333333333334
"1694","15052012001494532018-03-12","201-Inf",29.7066666666667,28,8912,5000,2114,7,42.28,"L_25_N_2",2,25,-12.5733333333333
"1695","15052012001494532018-03-12","201-Inf",29.7066666666667,28,8912,7500,2772,8,36.96,"L_25_N_3",3,25,-7.25333333333334
"1696","15052012001494532018-03-12","201-Inf",29.7066666666667,28,8912,5000,1530,6,30.6,"L_50_N_1",1,50,-0.893333333333334
"1697","15052012001494532018-03-12","201-Inf",29.7066666666667,28,8912,10000,2276,8,22.76,"L_50_N_2",2,50,6.94666666666667
"1698","15052012001494532018-03-12","201-Inf",29.7066666666667,28,8912,15000,3608,11,24.0533333333333,"L_50_N_3",3,50,5.65333333333333
"1699","15052012001494532018-03-12","201-Inf",29.7066666666667,28,8912,10000,2239,7,22.39,"L_100_N_1",1,100,7.31666666666666
"1700","15052012001494532018-03-12","201-Inf",29.7066666666667,28,8912,20000,6174,18,30.87,"L_100_N_2",2,100,-1.16333333333333
"1701","15052012001494532018-03-12","201-Inf",29.7066666666667,28,8912,30000,8912,28,29.7066666666667,"NWERN Base",3,100,0
"1702","15052012001494532018-03-12","25-51",7.28,61,2184,2500,169,4,6.76,"L_25_N_1",1,25,0.52
"1703","15052012001494532018-03-12","25-51",7.28,61,2184,5000,343,9,6.86,"L_25_N_2",2,25,0.420000000000001
"1704","15052012001494532018-03-12","25-51",7.28,61,2184,7500,498,13,6.64,"L_25_N_3",3,25,0.640000000000001
"1705","15052012001494532018-03-12","25-51",7.28,61,2184,5000,437,12,8.74,"L_50_N_1",1,50,-1.46
"1706","15052012001494532018-03-12","25-51",7.28,61,2184,10000,1003,28,10.03,"L_50_N_2",2,50,-2.75
"1707","15052012001494532018-03-12","25-51",7.28,61,2184,15000,1381,39,9.20666666666667,"L_50_N_3",3,50,-1.92666666666667
"1708","15052012001494532018-03-12","25-51",7.28,61,2184,10000,858,24,8.58,"L_100_N_1",1,100,-1.3
"1709","15052012001494532018-03-12","25-51",7.28,61,2184,20000,1326,37,6.63,"L_100_N_2",2,100,0.65
"1710","15052012001494532018-03-12","25-51",7.28,61,2184,30000,2184,61,7.28,"NWERN Base",3,100,0
"1711","15052012001494532018-03-12","51-101",16.6633333333333,69,4999,2500,437,6,17.48,"L_25_N_1",1,25,-0.816666666666666
"1712","15052012001494532018-03-12","51-101",16.6633333333333,69,4999,5000,611,9,12.22,"L_25_N_2",2,25,4.44333333333333
"1713","15052012001494532018-03-12","51-101",16.6633333333333,69,4999,7500,935,13,12.4666666666667,"L_25_N_3",3,25,4.19666666666667
"1714","15052012001494532018-03-12","51-101",16.6633333333333,69,4999,5000,989,14,19.78,"L_50_N_1",1,50,-3.11666666666667
"1715","15052012001494532018-03-12","51-101",16.6633333333333,69,4999,10000,1667,23,16.67,"L_50_N_2",2,50,-0.00666666666666416
"1716","15052012001494532018-03-12","51-101",16.6633333333333,69,4999,15000,2393,33,15.9533333333333,"L_50_N_3",3,50,0.710000000000001
"1717","15052012001494532018-03-12","51-101",16.6633333333333,69,4999,10000,1478,20,14.78,"L_100_N_1",1,100,1.88333333333333
"1718","15052012001494532018-03-12","51-101",16.6633333333333,69,4999,20000,3000,41,15,"L_100_N_2",2,100,1.66333333333333
"1719","15052012001494532018-03-12","51-101",16.6633333333333,69,4999,30000,4999,69,16.6633333333333,"NWERN Base",3,100,0
