"","PrimaryKey","indicator","nwern_height","nwern_pin_n","mean_height","line_length","interval","n_lines","pin_n","difference","group"
"1498","15052012001494532019-09-19","mean_height",31.7796610169492,150,53,25,40,1,3,-21.2203389830508,"I_40_L_25_N_1"
"1499","15052012001494532019-09-19","mean_height",31.7796610169492,150,40.3333333333333,25,40,2,6,-8.55367231638418,"I_40_L_25_N_2"
"1500","15052012001494532019-09-19","mean_height",31.7796610169492,150,30.2,25,40,3,9,1.57966101694915,"I_40_L_25_N_3"
"1501","15052012001494532019-09-19","mean_height",31.7796610169492,150,36.5454545454545,50,8,1,25,-4.76579352850539,"I_8_L_50_N_1"
"1502","15052012001494532019-09-19","mean_height",31.7796610169492,150,37.7352941176471,50,8,2,50,-5.95563310069791,"I_8_L_50_N_2"
"1503","15052012001494532019-09-19","mean_height",31.7796610169492,150,33.2545454545455,50,8,3,75,-1.47488443759631,"I_8_L_50_N_3"
"1504","15052012001494532019-09-19","mean_height",31.7796610169492,150,24.4545454545455,50,16,1,13,7.3251155624037,"I_16_L_50_N_1"
"1505","15052012001494532019-09-19","mean_height",31.7796610169492,150,28.5238095238095,50,16,2,26,3.25585149313963,"I_16_L_50_N_2"
"1506","15052012001494532019-09-19","mean_height",31.7796610169492,150,35.6428571428571,50,16,3,39,-3.86319612590799,"I_16_L_50_N_3"
"1507","15052012001494532019-09-19","mean_height",31.7796610169492,150,20,50,24,1,9,11.7796610169492,"I_24_L_50_N_1"
"1508","15052012001494532019-09-19","mean_height",31.7796610169492,150,29.0833333333333,50,24,2,18,2.69632768361582,"I_24_L_50_N_2"
"1509","15052012001494532019-09-19","mean_height",31.7796610169492,150,28,50,24,3,27,3.77966101694915,"I_24_L_50_N_3"
"1510","15052012001494532019-09-19","mean_height",31.7796610169492,150,37.25,50,32,1,7,-5.47033898305085,"I_32_L_50_N_1"
"1511","15052012001494532019-09-19","mean_height",31.7796610169492,150,42.7777777777778,50,32,2,14,-10.9981167608286,"I_32_L_50_N_2"
"1512","15052012001494532019-09-19","mean_height",31.7796610169492,150,35.9285714285714,50,32,3,21,-4.14891041162228,"I_32_L_50_N_3"
"1513","15052012001494532019-09-19","mean_height",31.7796610169492,150,25.6666666666667,50,40,1,5,6.11299435028248,"I_40_L_50_N_1"
"1514","15052012001494532019-09-19","mean_height",31.7796610169492,150,31.5,50,40,2,10,0.279661016949152,"I_40_L_50_N_2"
"1515","15052012001494532019-09-19","mean_height",31.7796610169492,150,33.9090909090909,50,40,3,15,-2.12942989214175,"I_40_L_50_N_3"
"1516","15052012001494532019-09-19","mean_height",31.7796610169492,150,33,100,8,1,50,-1.22033898305085,"I_8_L_100_N_1"
"1517","15052012001494532019-09-19","mean_height",31.7796610169492,150,32.6375,100,8,2,100,-0.857838983050851,"I_8_L_100_N_2"
"1518","15052012001494532019-09-19","mean_height",31.7796610169492,150,31.7796610169492,100,8,3,150,0,"NWERN Base"
"1519","15052012001494532019-09-19","mean_height",31.7796610169492,150,33,100,16,1,25,-1.22033898305085,"I_16_L_100_N_1"
"1520","15052012001494532019-09-19","mean_height",31.7796610169492,150,31.6388888888889,100,16,2,50,0.140772128060263,"I_16_L_100_N_2"
"1521","15052012001494532019-09-19","mean_height",31.7796610169492,150,32.9298245614035,100,16,3,75,-1.15016354445435,"I_16_L_100_N_3"
"1522","15052012001494532019-09-19","mean_height",31.7796610169492,150,32.0833333333333,100,24,1,17,-0.303672316384183,"I_24_L_100_N_1"
"1523","15052012001494532019-09-19","mean_height",31.7796610169492,150,35.3461538461538,100,24,2,34,-3.56649282920469,"I_24_L_100_N_2"
"1524","15052012001494532019-09-19","mean_height",31.7796610169492,150,34.3157894736842,100,24,3,51,-2.53612845673506,"I_24_L_100_N_3"
"1525","15052012001494532019-09-19","mean_height",31.7796610169492,150,38.1,100,32,1,13,-6.32033898305085,"I_32_L_100_N_1"
"1526","15052012001494532019-09-19","mean_height",31.7796610169492,150,38.5,100,32,2,26,-6.72033898305085,"I_32_L_100_N_2"
"1527","15052012001494532019-09-19","mean_height",31.7796610169492,150,38.3571428571429,100,32,3,39,-6.5774818401937,"I_32_L_100_N_3"
"1528","15052012001494532019-09-19","mean_height",31.7796610169492,150,29.75,100,40,1,10,2.02966101694915,"I_40_L_100_N_1"
"1529","15052012001494532019-09-19","mean_height",31.7796610169492,150,32.6428571428571,100,40,2,20,-0.863196125907994,"I_40_L_100_N_2"
"1530","15052012001494532019-09-19","mean_height",31.7796610169492,150,31.5909090909091,100,40,3,30,0.188751926040062,"I_40_L_100_N_3"
"1531","15052012001494532019-12-12","mean_height",34.7416666666667,150,44,25,8,1,12,-9.25833333333333,"I_8_L_25_N_1"
"1532","15052012001494532019-12-12","mean_height",34.7416666666667,150,42.3333333333333,25,8,2,24,-7.59166666666667,"I_8_L_25_N_2"
"1533","15052012001494532019-12-12","mean_height",34.7416666666667,150,33.3448275862069,25,8,3,36,1.39683908045977,"I_8_L_25_N_3"
"1534","15052012001494532019-12-12","mean_height",34.7416666666667,150,22.6,25,16,1,6,12.1416666666667,"I_16_L_25_N_1"
"1535","15052012001494532019-12-12","mean_height",34.7416666666667,150,34.7,25,16,2,12,0.0416666666666643,"I_16_L_25_N_2"
"1536","15052012001494532019-12-12","mean_height",34.7416666666667,150,24.2666666666667,25,16,3,18,10.475,"I_16_L_25_N_3"
"1537","15052012001494532019-12-12","mean_height",34.7416666666667,150,27,25,24,1,4,7.74166666666667,"I_24_L_25_N_1"
"1538","15052012001494532019-12-12","mean_height",34.7416666666667,150,33,25,24,2,8,1.74166666666667,"I_24_L_25_N_2"
"1539","15052012001494532019-12-12","mean_height",34.7416666666667,150,37.75,25,24,3,12,-3.00833333333333,"I_24_L_25_N_3"
"1540","15052012001494532019-12-12","mean_height",34.7416666666667,150,25.5,25,32,1,3,9.24166666666667,"I_32_L_25_N_1"
"1541","15052012001494532019-12-12","mean_height",34.7416666666667,150,48.5,25,32,2,6,-13.7583333333333,"I_32_L_25_N_2"
"1542","15052012001494532019-12-12","mean_height",34.7416666666667,150,38.8333333333333,25,32,3,9,-4.09166666666667,"I_32_L_25_N_3"
"1543","15052012001494532019-12-12","mean_height",34.7416666666667,150,48,25,40,1,3,-13.2583333333333,"I_40_L_25_N_1"
"1544","15052012001494532019-12-12","mean_height",34.7416666666667,150,17,25,40,2,6,17.7416666666667,"I_40_L_25_N_2"
"1545","15052012001494532019-12-12","mean_height",34.7416666666667,150,39.6,25,40,3,9,-4.85833333333333,"I_40_L_25_N_3"
"1546","15052012001494532019-12-12","mean_height",34.7416666666667,150,30.7894736842105,50,8,1,25,3.95219298245614,"I_8_L_50_N_1"
"1547","15052012001494532019-12-12","mean_height",34.7416666666667,150,32.093023255814,50,8,2,50,2.64864341085271,"I_8_L_50_N_2"
"1548","15052012001494532019-12-12","mean_height",34.7416666666667,150,31.5254237288136,50,8,3,75,3.21624293785311,"I_8_L_50_N_3"
"1549","15052012001494532019-12-12","mean_height",34.7416666666667,150,38.8,50,16,1,13,-4.05833333333333,"I_16_L_50_N_1"
"1550","15052012001494532019-12-12","mean_height",34.7416666666667,150,24.5,50,16,2,26,10.2416666666667,"I_16_L_50_N_2"
"1551","15052012001494532019-12-12","mean_height",34.7416666666667,150,29.2666666666667,50,16,3,39,5.475,"I_16_L_50_N_3"
"1552","15052012001494532019-12-12","mean_height",34.7416666666667,150,43.6666666666667,50,24,1,9,-8.925,"I_24_L_50_N_1"
"1553","15052012001494532019-12-12","mean_height",34.7416666666667,150,35.5384615384615,50,24,2,18,-0.796794871794873,"I_24_L_50_N_2"
"1554","15052012001494532019-12-12","mean_height",34.7416666666667,150,34.4761904761905,50,24,3,27,0.265476190476193,"I_24_L_50_N_3"
"1555","15052012001494532019-12-12","mean_height",34.7416666666667,150,58.6,50,32,1,7,-23.8583333333333,"I_32_L_50_N_1"
"1556","15052012001494532019-12-12","mean_height",34.7416666666667,150,55.1,50,32,2,14,-20.3583333333333,"I_32_L_50_N_2"
"1557","15052012001494532019-12-12","mean_height",34.7416666666667,150,45,50,32,3,21,-10.2583333333333,"I_32_L_50_N_3"
"1558","15052012001494532019-12-12","mean_height",34.7416666666667,150,22.5,50,40,1,5,12.2416666666667,"I_40_L_50_N_1"
"1559","15052012001494532019-12-12","mean_height",34.7416666666667,150,21.8571428571429,50,40,2,10,12.8845238095238,"I_40_L_50_N_2"
"1560","15052012001494532019-12-12","mean_height",34.7416666666667,150,29.4,50,40,3,15,5.34166666666667,"I_40_L_50_N_3"
"1561","15052012001494532019-12-12","mean_height",34.7416666666667,150,35.609756097561,100,8,1,50,-0.868089430894308,"I_8_L_100_N_1"
"1562","15052012001494532019-12-12","mean_height",34.7416666666667,150,34.2911392405063,100,8,2,100,0.450527426160335,"I_8_L_100_N_2"
"1563","15052012001494532019-12-12","mean_height",34.7416666666667,150,34.7416666666667,100,8,3,150,0,"NWERN Base"
"1564","15052012001494532019-12-12","mean_height",34.7416666666667,150,37.0909090909091,100,16,1,25,-2.34924242424243,"I_16_L_100_N_1"
"1565","15052012001494532019-12-12","mean_height",34.7416666666667,150,36.6190476190476,100,16,2,50,-1.87738095238095,"I_16_L_100_N_2"
"1566","15052012001494532019-12-12","mean_height",34.7416666666667,150,35.4333333333333,100,16,3,75,-0.691666666666663,"I_16_L_100_N_3"
"1567","15052012001494532019-12-12","mean_height",34.7416666666667,150,29.5833333333333,100,24,1,17,5.15833333333333,"I_24_L_100_N_1"
"1568","15052012001494532019-12-12","mean_height",34.7416666666667,150,40.8076923076923,100,24,2,34,-6.06602564102564,"I_24_L_100_N_2"
"1569","15052012001494532019-12-12","mean_height",34.7416666666667,150,37.2631578947368,100,24,3,51,-2.52149122807018,"I_24_L_100_N_3"
"1570","15052012001494532019-12-12","mean_height",34.7416666666667,150,36.75,100,32,1,13,-2.00833333333333,"I_32_L_100_N_1"
"1571","15052012001494532019-12-12","mean_height",34.7416666666667,150,39.4444444444444,100,32,2,26,-4.70277777777778,"I_32_L_100_N_2"
"1572","15052012001494532019-12-12","mean_height",34.7416666666667,150,41.7241379310345,100,32,3,39,-6.98247126436782,"I_32_L_100_N_3"
"1573","15052012001494532019-12-12","mean_height",34.7416666666667,150,33.8571428571429,100,40,1,10,0.884523809523813,"I_40_L_100_N_1"
"1574","15052012001494532019-12-12","mean_height",34.7416666666667,150,36.2,100,40,2,20,-1.45833333333334,"I_40_L_100_N_2"
"1575","15052012001494532019-12-12","mean_height",34.7416666666667,150,33.8695652173913,100,40,3,30,0.872101449275362,"I_40_L_100_N_3"
"1576","15052012001494532020-04-07","mean_height",32.1339285714286,150,32.6363636363636,25,8,1,12,-0.502435064935064,"I_8_L_25_N_1"
"1577","15052012001494532020-04-07","mean_height",32.1339285714286,150,31.4761904761905,25,8,2,24,0.657738095238095,"I_8_L_25_N_2"
"1578","15052012001494532020-04-07","mean_height",32.1339285714286,150,32.5,25,8,3,36,-0.366071428571431,"I_8_L_25_N_3"
"1579","15052012001494532020-04-07","mean_height",32.1339285714286,150,33.6666666666667,25,16,1,6,-1.53273809523809,"I_16_L_25_N_1"
"1580","15052012001494532020-04-07","mean_height",32.1339285714286,150,34.25,25,16,2,12,-2.11607142857143,"I_16_L_25_N_2"
"1581","15052012001494532020-04-07","mean_height",32.1339285714286,150,32.3076923076923,25,16,3,18,-0.173763736263737,"I_16_L_25_N_3"
"1582","15052012001494532020-04-07","mean_height",32.1339285714286,150,19.75,25,24,1,4,12.3839285714286,"I_24_L_25_N_1"
"1583","15052012001494532020-04-07","mean_height",32.1339285714286,150,37.4,25,24,2,8,-5.26607142857143,"I_24_L_25_N_2"
"1584","15052012001494532020-04-07","mean_height",32.1339285714286,150,43.1428571428571,25,24,3,12,-11.0089285714286,"I_24_L_25_N_3"
"1585","15052012001494532020-04-07","mean_height",32.1339285714286,150,19,25,32,1,3,13.1339285714286,"I_32_L_25_N_1"
"1586","15052012001494532020-04-07","mean_height",32.1339285714286,150,27.3333333333333,25,32,2,6,4.80059523809524,"I_32_L_25_N_2"
"1587","15052012001494532020-04-07","mean_height",32.1339285714286,150,27.2,25,32,3,9,4.93392857142857,"I_32_L_25_N_3"
"1588","15052012001494532020-04-07","mean_height",32.1339285714286,150,24,25,40,1,3,8.13392857142857,"I_40_L_25_N_1"
"1589","15052012001494532020-04-07","mean_height",32.1339285714286,150,29.75,25,40,2,6,2.38392857142857,"I_40_L_25_N_2"
"1590","15052012001494532020-04-07","mean_height",32.1339285714286,150,33.8,25,40,3,9,-1.66607142857143,"I_40_L_25_N_3"
"1591","15052012001494532020-04-07","mean_height",32.1339285714286,150,31.5789473684211,50,8,1,25,0.554981203007518,"I_8_L_50_N_1"
"1592","15052012001494532020-04-07","mean_height",32.1339285714286,150,24.71875,50,8,2,50,7.41517857142857,"I_8_L_50_N_2"
"1593","15052012001494532020-04-07","mean_height",32.1339285714286,150,29.3454545454545,50,8,3,75,2.78847402597403,"I_8_L_50_N_3"
"1594","15052012001494532020-04-07","mean_height",32.1339285714286,150,22.7142857142857,50,16,1,13,9.41964285714285,"I_16_L_50_N_1"
"1595","15052012001494532020-04-07","mean_height",32.1339285714286,150,26.2352941176471,50,16,2,26,5.89863445378151,"I_16_L_50_N_2"
"1596","15052012001494532020-04-07","mean_height",32.1339285714286,150,33.8260869565217,50,16,3,39,-1.69215838509317,"I_16_L_50_N_3"
"1597","15052012001494532020-04-07","mean_height",32.1339285714286,150,21,50,24,1,9,11.1339285714286,"I_24_L_50_N_1"
"1598","15052012001494532020-04-07","mean_height",32.1339285714286,150,27.3333333333333,50,24,2,18,4.80059523809524,"I_24_L_50_N_2"
"1599","15052012001494532020-04-07","mean_height",32.1339285714286,150,34.1666666666667,50,24,3,27,-2.03273809523809,"I_24_L_50_N_3"
"1600","15052012001494532020-04-07","mean_height",32.1339285714286,150,20.3333333333333,50,32,1,7,11.8005952380952,"I_32_L_50_N_1"
"1601","15052012001494532020-04-07","mean_height",32.1339285714286,150,29.2857142857143,50,32,2,14,2.84821428571428,"I_32_L_50_N_2"
"1602","15052012001494532020-04-07","mean_height",32.1339285714286,150,31.1818181818182,50,32,3,21,0.952110389610386,"I_32_L_50_N_3"
"1603","15052012001494532020-04-07","mean_height",32.1339285714286,150,49.6666666666667,50,40,1,5,-17.5327380952381,"I_40_L_50_N_1"
"1604","15052012001494532020-04-07","mean_height",32.1339285714286,150,49.6666666666667,50,40,2,10,-17.5327380952381,"I_40_L_50_N_2"
"1605","15052012001494532020-04-07","mean_height",32.1339285714286,150,32.3333333333333,50,40,3,15,-0.199404761904766,"I_40_L_50_N_3"
"1606","15052012001494532020-04-07","mean_height",32.1339285714286,150,33.875,100,8,1,50,-1.74107142857143,"I_8_L_100_N_1"
"1607","15052012001494532020-04-07","mean_height",32.1339285714286,150,30.7631578947368,100,8,2,100,1.37077067669173,"I_8_L_100_N_2"
"1608","15052012001494532020-04-07","mean_height",32.1339285714286,150,32.1339285714286,100,8,3,150,0,"NWERN Base"
"1609","15052012001494532020-04-07","mean_height",32.1339285714286,150,28.2631578947368,100,16,1,25,3.87077067669173,"I_16_L_100_N_1"
"1610","15052012001494532020-04-07","mean_height",32.1339285714286,150,30.2307692307692,100,16,2,50,1.90315934065934,"I_16_L_100_N_2"
"1611","15052012001494532020-04-07","mean_height",32.1339285714286,150,30.3728813559322,100,16,3,75,1.76104721549637,"I_16_L_100_N_3"
"1612","15052012001494532020-04-07","mean_height",32.1339285714286,150,41.8461538461538,100,24,1,17,-9.71222527472528,"I_24_L_100_N_1"
"1613","15052012001494532020-04-07","mean_height",32.1339285714286,150,32.4285714285714,100,24,2,34,-0.294642857142861,"I_24_L_100_N_2"
"1614","15052012001494532020-04-07","mean_height",32.1339285714286,150,36.0294117647059,100,24,3,51,-3.89548319327731,"I_24_L_100_N_3"
"1615","15052012001494532020-04-07","mean_height",32.1339285714286,150,34.7777777777778,100,32,1,13,-2.64384920634921,"I_32_L_100_N_1"
"1616","15052012001494532020-04-07","mean_height",32.1339285714286,150,32.45,100,32,2,26,-0.316071428571433,"I_32_L_100_N_2"
"1617","15052012001494532020-04-07","mean_height",32.1339285714286,150,33.1724137931034,100,32,3,39,-1.03848522167488,"I_32_L_100_N_3"
"1618","15052012001494532020-04-07","mean_height",32.1339285714286,150,33.7142857142857,100,40,1,10,-1.58035714285715,"I_40_L_100_N_1"
"1619","15052012001494532020-04-07","mean_height",32.1339285714286,150,31,100,40,2,20,1.13392857142857,"I_40_L_100_N_2"
"1620","15052012001494532020-04-07","mean_height",32.1339285714286,150,31.95,100,40,3,30,0.18392857142857,"I_40_L_100_N_3"
"1621","15052012001494532020-06-17","mean_height",28.1071428571429,150,25,25,8,1,12,3.10714285714286,"I_8_L_25_N_1"
"1622","15052012001494532020-06-17","mean_height",28.1071428571429,150,22,25,8,2,24,6.10714285714286,"I_8_L_25_N_2"
"1623","15052012001494532020-06-17","mean_height",28.1071428571429,150,25,25,8,3,36,3.10714285714286,"I_8_L_25_N_3"
"1624","15052012001494532020-06-17","mean_height",28.1071428571429,150,34.75,25,16,1,6,-6.64285714285714,"I_16_L_25_N_1"
"1625","15052012001494532020-06-17","mean_height",28.1071428571429,150,21.5555555555556,25,16,2,12,6.5515873015873,"I_16_L_25_N_2"
"1626","15052012001494532020-06-17","mean_height",28.1071428571429,150,29.75,25,16,3,18,-1.64285714285714,"I_16_L_25_N_3"
"1627","15052012001494532020-06-17","mean_height",28.1071428571429,150,39,25,24,1,4,-10.8928571428571,"I_24_L_25_N_1"
"1628","15052012001494532020-06-17","mean_height",28.1071428571429,150,24.6,25,24,2,8,3.50714285714286,"I_24_L_25_N_2"
"1629","15052012001494532020-06-17","mean_height",28.1071428571429,150,29,25,24,3,12,-0.892857142857142,"I_24_L_25_N_3"
"1630","15052012001494532020-06-17","mean_height",28.1071428571429,150,18,25,32,1,3,10.1071428571429,"I_32_L_25_N_1"
"1631","15052012001494532020-06-17","mean_height",28.1071428571429,150,36.6666666666667,25,32,2,6,-8.55952380952381,"I_32_L_25_N_2"
"1632","15052012001494532020-06-17","mean_height",28.1071428571429,150,23.8333333333333,25,32,3,9,4.27380952380953,"I_32_L_25_N_3"
"1633","15052012001494532020-06-17","mean_height",28.1071428571429,150,15,25,40,2,6,13.1071428571429,"I_40_L_25_N_2"
"1634","15052012001494532020-06-17","mean_height",28.1071428571429,150,17,25,40,3,9,11.1071428571429,"I_40_L_25_N_3"
"1635","15052012001494532020-06-17","mean_height",28.1071428571429,150,31.5,50,8,1,25,-3.39285714285714,"I_8_L_50_N_1"
"1636","15052012001494532020-06-17","mean_height",28.1071428571429,150,27.8648648648649,50,8,2,50,0.242277992277995,"I_8_L_50_N_2"
"1637","15052012001494532020-06-17","mean_height",28.1071428571429,150,29.0545454545455,50,8,3,75,-0.947402597402597,"I_8_L_50_N_3"
"1638","15052012001494532020-06-17","mean_height",28.1071428571429,150,31.4444444444444,50,16,1,13,-3.33730158730159,"I_16_L_50_N_1"
"1639","15052012001494532020-06-17","mean_height",28.1071428571429,150,28.4705882352941,50,16,2,26,-0.363445378151258,"I_16_L_50_N_2"
"1640","15052012001494532020-06-17","mean_height",28.1071428571429,150,26.2962962962963,50,16,3,39,1.81084656084656,"I_16_L_50_N_3"
"1641","15052012001494532020-06-17","mean_height",28.1071428571429,150,29.5,50,24,1,9,-1.39285714285714,"I_24_L_50_N_1"
"1642","15052012001494532020-06-17","mean_height",28.1071428571429,150,28.4615384615385,50,24,2,18,-0.354395604395602,"I_24_L_50_N_2"
"1643","15052012001494532020-06-17","mean_height",28.1071428571429,150,24.2777777777778,50,24,3,27,3.82936507936508,"I_24_L_50_N_3"
"1644","15052012001494532020-06-17","mean_height",28.1071428571429,150,18,50,32,1,7,10.1071428571429,"I_32_L_50_N_1"
"1645","15052012001494532020-06-17","mean_height",28.1071428571429,150,30.375,50,32,2,14,-2.26785714285714,"I_32_L_50_N_2"
"1646","15052012001494532020-06-17","mean_height",28.1071428571429,150,21.3636363636364,50,32,3,21,6.74350649350649,"I_32_L_50_N_3"
"1647","15052012001494532020-06-17","mean_height",28.1071428571429,150,24,50,40,1,5,4.10714285714286,"I_40_L_50_N_1"
"1648","15052012001494532020-06-17","mean_height",28.1071428571429,150,22.75,50,40,2,10,5.35714285714286,"I_40_L_50_N_2"
"1649","15052012001494532020-06-17","mean_height",28.1071428571429,150,30.75,50,40,3,15,-2.64285714285714,"I_40_L_50_N_3"
"1650","15052012001494532020-06-17","mean_height",28.1071428571429,150,31,100,8,1,50,-2.89285714285714,"I_8_L_100_N_1"
"1651","15052012001494532020-06-17","mean_height",28.1071428571429,150,26.5616438356164,100,8,2,100,1.54549902152642,"I_8_L_100_N_2"
"1652","15052012001494532020-06-17","mean_height",28.1071428571429,150,28.1071428571429,100,8,3,150,0,"NWERN Base"
"1653","15052012001494532020-06-17","mean_height",28.1071428571429,150,27.1666666666667,100,16,1,25,0.94047619047619,"I_16_L_100_N_1"
"1654","15052012001494532020-06-17","mean_height",28.1071428571429,150,29.0833333333333,100,16,2,50,-0.976190476190474,"I_16_L_100_N_2"
"1655","15052012001494532020-06-17","mean_height",28.1071428571429,150,29.0545454545455,100,16,3,75,-0.947402597402597,"I_16_L_100_N_3"
"1656","15052012001494532020-06-17","mean_height",28.1071428571429,150,27.5,100,24,1,17,0.607142857142858,"I_24_L_100_N_1"
"1657","15052012001494532020-06-17","mean_height",28.1071428571429,150,31.0833333333333,100,24,2,34,-2.97619047619047,"I_24_L_100_N_2"
"1658","15052012001494532020-06-17","mean_height",28.1071428571429,150,28.8611111111111,100,24,3,51,-0.753968253968253,"I_24_L_100_N_3"
"1659","15052012001494532020-06-17","mean_height",28.1071428571429,150,31.1111111111111,100,32,1,13,-3.00396825396825,"I_32_L_100_N_1"
"1660","15052012001494532020-06-17","mean_height",28.1071428571429,150,35.3684210526316,100,32,2,26,-7.26127819548872,"I_32_L_100_N_2"
"1661","15052012001494532020-06-17","mean_height",28.1071428571429,150,34,100,32,3,39,-5.89285714285714,"I_32_L_100_N_3"
"1662","15052012001494532020-06-17","mean_height",28.1071428571429,150,34.8333333333333,100,40,1,10,-6.72619047619048,"I_40_L_100_N_1"
"1663","15052012001494532020-06-17","mean_height",28.1071428571429,150,28.3125,100,40,2,20,-0.205357142857142,"I_40_L_100_N_2"
"1664","15052012001494532020-06-17","mean_height",28.1071428571429,150,30.0909090909091,100,40,3,30,-1.98376623376623,"I_40_L_100_N_3"
"1665","15052012001494532020-09-17","mean_height",30.2,150,29,25,8,1,12,1.2,"I_8_L_25_N_1"
"1666","15052012001494532020-09-17","mean_height",30.2,150,33.6666666666667,25,8,2,24,-3.46666666666667,"I_8_L_25_N_2"
"1667","15052012001494532020-09-17","mean_height",30.2,150,28.7142857142857,25,8,3,36,1.48571428571428,"I_8_L_25_N_3"
"1668","15052012001494532020-09-17","mean_height",30.2,150,32,25,16,1,6,-1.8,"I_16_L_25_N_1"
"1669","15052012001494532020-09-17","mean_height",30.2,150,34.3,25,16,2,12,-4.1,"I_16_L_25_N_2"
"1670","15052012001494532020-09-17","mean_height",30.2,150,28.9333333333333,25,16,3,18,1.26666666666667,"I_16_L_25_N_3"
"1671","15052012001494532020-09-17","mean_height",30.2,150,26.3333333333333,25,24,1,4,3.86666666666667,"I_24_L_25_N_1"
"1672","15052012001494532020-09-17","mean_height",30.2,150,38,25,24,2,8,-7.8,"I_24_L_25_N_2"
"1673","15052012001494532020-09-17","mean_height",30.2,150,26.25,25,24,3,12,3.95,"I_24_L_25_N_3"
"1674","15052012001494532020-09-17","mean_height",30.2,150,14.5,25,32,1,3,15.7,"I_32_L_25_N_1"
"1675","15052012001494532020-09-17","mean_height",30.2,150,17.75,25,32,2,6,12.45,"I_32_L_25_N_2"
"1676","15052012001494532020-09-17","mean_height",30.2,150,21.3333333333333,25,32,3,9,8.86666666666667,"I_32_L_25_N_3"
"1677","15052012001494532020-09-17","mean_height",30.2,150,13.5,25,40,1,3,16.7,"I_40_L_25_N_1"
"1678","15052012001494532020-09-17","mean_height",30.2,150,17,25,40,2,6,13.2,"I_40_L_25_N_2"
"1679","15052012001494532020-09-17","mean_height",30.2,150,29.8,25,40,3,9,0.399999999999999,"I_40_L_25_N_3"
"1680","15052012001494532020-09-17","mean_height",30.2,150,36.9545454545455,50,8,1,25,-6.75454545454545,"I_8_L_50_N_1"
"1681","15052012001494532020-09-17","mean_height",30.2,150,27.8292682926829,50,8,2,50,2.37073170731707,"I_8_L_50_N_2"
"1682","15052012001494532020-09-17","mean_height",30.2,150,26.2931034482759,50,8,3,75,3.90689655172414,"I_8_L_50_N_3"
"1683","15052012001494532020-09-17","mean_height",30.2,150,30.3,50,16,1,13,-0.100000000000001,"I_16_L_50_N_1"
"1684","15052012001494532020-09-17","mean_height",30.2,150,25.1666666666667,50,16,2,26,5.03333333333333,"I_16_L_50_N_2"
"1685","15052012001494532020-09-17","mean_height",30.2,150,29.3928571428571,50,16,3,39,0.807142857142857,"I_16_L_50_N_3"
"1686","15052012001494532020-09-17","mean_height",30.2,150,22.8333333333333,50,24,1,9,7.36666666666667,"I_24_L_50_N_1"
"1687","15052012001494532020-09-17","mean_height",30.2,150,30.3076923076923,50,24,2,18,-0.107692307692307,"I_24_L_50_N_2"
"1688","15052012001494532020-09-17","mean_height",30.2,150,27.9473684210526,50,24,3,27,2.25263157894737,"I_24_L_50_N_3"
"1689","15052012001494532020-09-17","mean_height",30.2,150,32.25,50,32,1,7,-2.05,"I_32_L_50_N_1"
"1690","15052012001494532020-09-17","mean_height",30.2,150,40.2,50,32,2,14,-10,"I_32_L_50_N_2"
"1691","15052012001494532020-09-17","mean_height",30.2,150,36.2857142857143,50,32,3,21,-6.08571428571429,"I_32_L_50_N_3"
"1692","15052012001494532020-09-17","mean_height",30.2,150,18,50,40,1,5,12.2,"I_40_L_50_N_1"
"1693","15052012001494532020-09-17","mean_height",30.2,150,31.875,50,40,2,10,-1.675,"I_40_L_50_N_2"
"1694","15052012001494532020-09-17","mean_height",30.2,150,36.4,50,40,3,15,-6.2,"I_40_L_50_N_3"
"1695","15052012001494532020-09-17","mean_height",30.2,150,27.4615384615385,100,8,1,50,2.73846153846154,"I_8_L_100_N_1"
"1696","15052012001494532020-09-17","mean_height",30.2,150,31.6052631578947,100,8,2,100,-1.40526315789474,"I_8_L_100_N_2"
"1697","15052012001494532020-09-17","mean_height",30.2,150,30.2,100,8,3,150,0,"NWERN Base"
"1698","15052012001494532020-09-17","mean_height",30.2,150,33.0526315789474,100,16,1,25,-2.85263157894737,"I_16_L_100_N_1"
"1699","15052012001494532020-09-17","mean_height",30.2,150,31.5,100,16,2,50,-1.3,"I_16_L_100_N_2"
"1700","15052012001494532020-09-17","mean_height",30.2,150,30.6842105263158,100,16,3,75,-0.484210526315792,"I_16_L_100_N_3"
"1701","15052012001494532020-09-17","mean_height",30.2,150,35.7692307692308,100,24,1,17,-5.56923076923077,"I_24_L_100_N_1"
"1702","15052012001494532020-09-17","mean_height",30.2,150,29.7916666666667,100,24,2,34,0.408333333333331,"I_24_L_100_N_2"
"1703","15052012001494532020-09-17","mean_height",30.2,150,31.8918918918919,100,24,3,51,-1.69189189189189,"I_24_L_100_N_3"
"1704","15052012001494532020-09-17","mean_height",30.2,150,33,100,32,1,13,-2.8,"I_32_L_100_N_1"
"1705","15052012001494532020-09-17","mean_height",30.2,150,33.6315789473684,100,32,2,26,-3.43157894736842,"I_32_L_100_N_2"
"1706","15052012001494532020-09-17","mean_height",30.2,150,34,100,32,3,39,-3.8,"I_32_L_100_N_3"
"1707","15052012001494532020-09-17","mean_height",30.2,150,28.25,100,40,1,10,1.95,"I_40_L_100_N_1"
"1708","15052012001494532020-09-17","mean_height",30.2,150,26.4615384615385,100,40,2,20,3.73846153846154,"I_40_L_100_N_2"
